	SNF2_14	SNF2_15	SNF2_31	SNF2_33	SNF2_42	SNF2_44	WT_02	WT_18	WT_20	WT_39	WT_42	WT_45
YBR168W	426	193	209	463	204	426	237	198	138	109	176	249
YBL046W	1216	1125	1201	1582	865	1116	687	586	559	595	538	996
YBR003W	1096	653	681	1228	619	993	730	674	559	557	683	924
YBR215W	670	313	306	836	362	653	473	394	228	258	405	452
LSR1	914	60	83	312	60	228	167	421	471	69	152	110
YBL025W	181	139	151	256	119	190	134	117	72	127	119	177
YBR105C	1164	924	880	1364	711	1396	864	718	464	473	572	942
YBR200W	762	463	457	971	455	687	500	470	312	378	412	650
YBR190W	4	8	9	11	4	5	7	5	5	6	2	10
YBR248C	1304	1008	920	1630	1043	1056	898	998	1245	892	887	1419
YBR145W	1961	1864	1615	2159	1409	1690	954	1252	1945	1393	1388	1670
YBL047C	5152	3583	3565	5797	3452	4384	2959	3641	2881	3088	3442	4670
YBR099C	0	0	0	0	0	0	0	0	0	0	0	0
YBL014C	314	167	159	395	206	290	273	272	120	239	192	349
YBR062C	472	507	431	558	390	614	376	339	274	288	312	410
YBL092W	17313	19646	16077	22343	13416	17216	17878	15000	13186	17905	15341	25093
YBR240C	155	136	157	164	88	120	67	62	55	46	56	87
YBR251W	513	440	377	660	351	536	418	393	321	340	364	563
YBR199W	3683	2388	2672	4566	2508	3425	1899	2099	1603	1523	1881	2522
YBR128C	179	141	116	213	119	204	151	126	79	101	82	146
YBR139W	2153	1653	1425	2222	1404	2038	1146	1389	1309	944	1297	1491
YBL070C	6	4	4	10	2	9	6	6	1	7	4	6
YBR054W	164	176	125	207	102	187	348	311	473	582	239	470
YBL039W-B	238	110	100	254	123	248	90	101	55	54	94	84
YBR072W	194	285	144	194	192	239	86	113	167	81	119	99
YBR111C	2306	2116	1617	2655	1636	2292	1395	1230	1183	1125	1310	1509
YBL001C	1610	1271	1066	1861	1201	1584	749	709	681	616	678	955
YBR110W	981	581	570	1209	619	956	715	667	443	476	616	781
YBL111C	0	0	0	0	0	0	0	0	0	0	0	0
YBL036C	832	461	397	993	434	672	522	483	315	405	472	636
tR(UCU)B	0	0	0	0	0	1	0	0	1	0	0	0
YBL094C	1	0	0	2	1	1	1	1	0	1	0	1
YBR033W	331	284	263	387	247	355	252	200	140	145	177	343
YBL073W	2	0	0	2	0	1	1	1	3	0	1	1
YBR096W	880	523	451	1032	613	936	576	518	414	409	530	544
YBL053W	3	2	4	20	3	7	7	9	4	0	6	8
YBR030W	419	299	371	531	230	391	345	353	201	333	289	622
YBL076C	5210	2884	2660	5928	3126	3732	4281	4810	2847	4375	3933	6780
YBR256C	1607	1363	1034	1809	1163	1592	830	920	950	754	969	980
YBR162W-A	1248	1111	851	1647	938	1342	722	626	554	585	624	760
YBL077W	58	24	33	102	35	85	57	55	31	15	38	62
YBR156C	329	178	179	402	178	331	205	143	98	100	143	181
YBL012C	12	1	4	10	5	15	13	14	4	5	10	8
YBL008W-A	3	4	0	5	1	2	2	1	0	2	1	7
YBR297W	841	606	685	885	455	773	432	473	434	335	462	554
YBR189W	13858	10870	10119	16948	9150	12212	14246	12558	9784	11759	12207	20417
YBL096C	6	0	0	11	7	11	3	4	1	1	2	4
YBR011C	13549	15461	14367	17892	11289	14488	8255	7028	7466	6866	6618	11153
YBL041W	4269	4090	3851	5507	3178	4156	2510	2259	2090	2091	2223	3068
YBL081W	467	708	760	1005	437	648	871	590	468	689	508	1364
YBR089C-A	1269	1190	1178	1528	910	1215	632	595	604	525	564	813
YBR103C-A	0	1	1	3	4	3	1	2	0	0	1	0
YBR296C	156	146	116	186	122	155	511	856	1340	486	873	591
YBL040C	1174	1157	930	1403	838	1357	885	754	620	598	718	885
YBR165W	346	336	303	455	226	369	269	234	183	181	198	287
YBL026W	569	379	330	630	358	648	489	402	254	312	375	458
YBR082C	4718	4831	4080	6700	4256	5322	3499	3565	2843	2827	3145	4707
YBR280C	534	423	393	622	385	561	385	455	356	275	370	448
YBR061C	256	171	158	287	157	199	282	229	166	221	215	427
YBL016W	488	550	529	673	376	584	533	439	405	441	408	873
YBR175W	422	366	364	537	301	424	282	245	193	240	247	359
YBR029C	955	558	693	1209	546	994	902	716	568	590	675	1046
YBL057C	1052	1237	1152	1333	810	1076	810	687	630	718	609	1131
YBR298C-A	6	2	0	4	3	1	1	3	2	2	0	3
YBR192W	410	220	266	613	310	477	476	381	233	275	355	491
tQ(UUG)B	0	0	0	0	0	0	0	0	1	0	1	1
YBR302C	0	0	0	0	0	0	0	0	0	0	0	0
YBR254C	253	204	181	308	161	254	210	210	157	174	175	284
YBR204C	659	375	382	685	348	593	409	412	344	270	392	422
YBR220C	625	395	341	632	357	449	470	459	314	351	354	660
YBR222C	1985	1673	1400	2060	1343	1897	1192	1356	1465	1443	1333	1900
YBR290W	1198	1271	988	1481	887	1321	847	780	649	821	768	991
YBR162C	11829	10620	9176	14573	8932	10324	7170	6649	5458	6450	5713	10216
YBR167C	369	328	244	499	250	403	223	213	174	181	201	302
YBL033C	1542	1775	1627	1735	1176	1469	874	809	968	771	875	1213
YBR228W	428	254	277	516	259	434	323	254	207	173	244	291
YBR263W	3067	2434	2327	3572	2234	2640	2315	2250	1801	2161	1939	3770
YBR250W	50	18	17	46	18	30	20	20	15	10	14	17
YBR272C	398	244	242	509	255	354	255	280	222	219	268	329
YBR120C	197	101	79	248	115	261	202	183	101	105	169	153
YBR084C-A	8644	7434	6012	11812	6611	8404	8073	7312	5450	7242	6984	11425
YBL062W	8	0	0	8	6	4	5	2	2	1	1	1
YBR301W	10	7	6	6	2	8	5	6	4	3	1	4
YBR076W	114	80	68	154	78	131	88	72	46	35	59	90
YBR210W	372	249	175	532	245	351	243	238	129	134	212	270
YBR106W	7333	7987	7766	10065	5857	6622	5416	5422	4698	5277	5189	8958
YBR005W	988	1583	1027	1226	992	1045	880	897	821	948	599	1034
YBR153W	394	337	375	573	330	474	352	325	223	269	226	451
YBR132C	950	529	494	1078	537	903	492	533	403	301	503	532
YBR166C	651	419	370	813	426	690	541	511	341	399	437	714
YBR221W-A	28	19	15	39	12	47	12	15	13	9	11	17
YBR131C-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR161W	381	250	203	496	252	397	333	376	209	238	289	405
YBR109C	3222	2857	2665	3975	2444	3013	1957	1710	1626	1631	1698	2625
YBR255W	708	533	492	1028	517	676	475	472	362	462	488	633
YBR205W	978	801	613	1185	670	811	732	749	545	731	649	1085
YBR296C-A	29	3	4	23	7	14	7	2	2	1	4	1
YBL043W	172	156	158	206	110	198	69	64	52	74	65	99
YBR130C	858	498	538	1155	535	940	827	625	438	449	620	833
YBR206W	88	40	54	100	59	94	45	48	33	48	51	61
YBR122C	658	403	366	776	376	651	488	419	316	341	426	560
YBR295W	690	521	423	750	482	531	494	561	356	407	491	715
YBR004C	627	485	364	904	446	755	694	599	286	298	416	639
YBR202W	1470	841	900	1584	853	1242	749	748	468	557	554	1077
YBR001C	1227	767	703	1444	822	1200	662	740	504	513	695	806
YBL113C	267	336	337	325	223	235	110	106	117	143	87	215
YBR288C	678	304	293	795	415	608	515	502	261	341	430	607
YBR282W	322	226	181	408	215	303	285	263	212	205	236	340
YBL072C	5369	3227	2940	6363	3329	4568	5344	4544	3174	4594	4476	5885
YBR103W	917	670	684	1005	571	815	461	433	343	368	409	693
YBR107C	325	249	205	407	231	342	267	255	173	201	188	313
YBL024W	965	500	511	1168	558	774	1188	884	461	820	755	1407
YBR012C	44	29	42	68	32	38	46	49	33	29	61	70
YBR188C	274	208	147	373	206	304	173	173	124	124	187	196
YBL075C	534	427	424	703	360	582	364	316	242	287	281	493
YBR102C	608	321	242	662	386	529	357	404	242	266	324	435
YBR006W	889	637	562	933	540	787	386	410	394	373	361	465
YBL051C	1380	980	1054	1866	1018	1279	1278	1380	910	1079	1143	1954
YBR196C	17915	19782	15077	19779	14191	14477	16099	18553	16201	21780	17428	30317
YBL031W	193	228	212	307	177	310	243	195	147	162	158	326
YBR141W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL006W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL100W-C	3	3	2	8	2	7	4	5	4	5	3	5
YBR236C	750	472	420	906	524	690	477	480	340	373	429	603
YBR276C	1432	973	943	1739	1037	1277	896	1094	689	828	929	1376
YBR036C	3700	3705	3335	4271	2680	3262	2213	2233	2062	2352	2090	3371
YBR045C	115	59	60	134	83	123	61	58	55	58	63	75
YBR291C	313	282	255	376	225	404	280	213	223	212	224	424
YBR137W	390	233	199	404	213	367	236	218	181	155	226	228
YBR079C	4023	2198	2455	5280	2435	3823	4527	3715	2308	3684	3363	6434
YBR017C	1180	787	727	1488	842	1017	1266	1103	706	1065	1038	1862
YBL044W	142	186	159	162	104	157	22	18	5	11	9	20
YBL023C	842	569	602	1079	556	760	521	497	339	431	440	717
YBR127C	6590	5614	5044	8066	4776	5694	5209	4519	3998	4880	4677	6669
YBR152W	175	132	106	256	120	150	143	132	75	119	97	177
YBR035C	1844	1222	1054	2146	1194	1769	827	956	761	714	868	1126
YBR289W	615	536	615	837	491	640	508	476	381	449	467	778
YBL017C	3811	2284	2063	4240	2424	3117	1900	2319	1521	1860	2038	2804
YBR157C	350	181	219	449	170	397	351	293	186	233	276	434
YBL104C	535	439	409	725	378	484	371	379	233	357	313	570
YBL109W	8	17	7	10	6	7	0	4	1	6	0	4
tL(UAA)B1	0	0	0	0	0	0	0	0	0	0	0	1
YBR072C-A	12	7	2	8	2	12	1	2	1	1	1	1
YBR300C	8	6	7	8	7	13	3	1	0	2	2	4
YBR195C	249	239	224	385	170	289	270	203	132	192	159	396
YBR233W	438	261	282	576	330	515	221	216	161	160	202	267
YBR262C	631	643	600	827	371	665	483	391	333	338	357	550
YBR020W	249	163	151	275	154	281	151	129	73	91	120	186
YBR085C-A	1413	1441	1050	1679	1092	1660	993	951	1039	880	887	921
YBR123C	715	427	410	925	472	765	501	483	277	346	365	585
YBR221C	4969	3780	3160	5820	3327	4284	3040	3324	2514	2964	3204	4610
YBL029W	459	363	293	566	307	514	309	264	257	197	258	291
YBL045C	2590	1806	1654	2963	1793	2373	1353	1620	1502	1374	1606	1956
YBR191W-A	46	2	4	90	9	54	42	37	7	3	54	15
YBR154C	836	343	338	1133	420	818	1000	829	415	542	708	980
YBR278W	225	178	200	324	181	231	151	144	107	99	113	218
YBR273C	966	947	886	1152	730	890	686	753	628	642	726	1010
YBR032W	212	99	166	269	73	188	176	137	42	75	120	262
YBR048W	7515	8087	7086	9903	6544	6660	7331	7059	5654	8290	6810	12505
YBR104W	437	285	369	602	234	359	419	364	262	365	352	630
YBL079W	1068	528	470	1177	598	914	780	846	417	630	732	1095
YBR265W	1455	1487	1492	1890	1034	1437	1023	1015	794	855	856	1726
YBR249C	4576	4543	4241	5723	3428	4277	4458	3696	3876	4342	3819	6727
YBR203W	1525	833	792	1565	750	1377	694	678	481	502	658	868
YBR184W	53	34	26	71	29	61	21	20	11	12	24	37
YBR170C	1039	681	642	1129	663	949	675	805	554	548	739	913
YBR173C	1574	2207	1862	1989	1383	1787	1005	1101	1130	1132	1155	1543
YBR133C	758	478	471	818	480	777	613	599	344	442	505	798
YBR275C	965	406	435	1095	582	756	469	521	254	403	468	643
YBL108W	4	5	3	1	3	3	0	1	1	1	0	0
YBL113W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL085W	2816	1864	1768	3541	2031	2925	1405	1516	809	1223	1281	1904
YBL052C	550	225	224	619	299	507	377	344	180	253	330	455
YBL009W	411	173	239	467	210	354	360	288	142	212	250	465
YBR283C	4101	2970	2787	5305	2769	3720	3126	3201	2256	2523	2938	4197
YBR094W	572	293	291	653	302	497	457	462	285	357	425	527
YBR258C	192	125	129	279	134	251	126	116	78	79	117	139
YBR201W	454	430	376	554	344	508	288	260	183	218	288	381
YBR070C	762	525	486	928	535	740	206	176	118	151	162	230
tE(UUC)B	0	0	0	0	0	0	0	0	0	0	0	0
YBR198C	1884	1433	1382	2409	1428	1881	1267	1323	881	1085	1156	1897
YBL056W	3409	2428	2118	3797	2082	2727	2390	2586	1922	2195	2392	3412
YBL099W	5461	4204	3729	6151	3664	4834	3000	3288	2827	2861	3117	4302
YBR257W	312	147	169	422	208	297	231	167	119	123	149	200
YBR126W-A	455	1347	815	768	477	546	437	387	545	641	456	655
YBR242W	415	301	331	570	313	454	422	360	220	279	359	559
YBL008W	432	273	292	479	277	391	304	237	166	257	240	421
YBR181C	3863	3375	2440	4706	2448	2938	3361	3129	2501	3662	3070	5196
tC(GCA)B	1	0	0	1	0	2	0	0	0	1	0	0
YBR052C	3314	2786	2307	3710	2234	3257	1563	1665	1668	1375	1777	1913
YBR093C	451	494	504	490	335	475	1397	1204	1170	1575	1161	2714
YBR049C	845	590	591	978	566	693	653	676	369	589	547	916
YBR056W	1524	1119	914	1647	1027	1499	974	1064	938	916	978	1065
YBL030C	5733	4759	4566	7230	3966	4870	2689	2980	2869	2600	3010	4140
tT(AGU)B	0	0	0	2	1	0	0	1	0	0	0	1
YBR141C	131	109	104	238	90	166	117	110	78	89	92	165
YBR226C	59	18	15	92	23	72	33	19	12	5	20	18
YBL005W	473	271	257	521	302	423	740	679	419	555	618	956
YBR151W	1661	1234	1081	1928	1123	1534	1356	1427	1098	1138	1175	1620
YBR144C	11	7	3	7	1	9	4	5	1	1	5	4
YBR178W	5	1	1	4	5	4	2	2	0	0	0	1
YBR138C	396	172	126	392	212	398	189	219	130	132	191	189
YBL090W	361	209	195	411	243	418	314	281	217	185	246	296
YBL105C	2326	1273	1267	2756	1544	2135	1375	1583	901	1218	1432	2067
YBL102W	1027	839	790	1137	733	1025	636	732	623	560	680	872
YBL011W	2099	1346	1413	2570	1285	1950	1323	1307	805	1077	1291	1762
YBR095C	570	317	340	741	325	532	371	376	217	274	310	440
YBR196C-B	22	19	10	34	13	31	22	22	17	24	23	29
YBL048W	53	19	26	49	24	49	21	16	15	8	14	14
YBR066C	325	303	212	481	270	409	427	243	144	268	223	453
YBR292C	16	12	12	11	12	23	10	7	6	6	6	14
YBR018C	135	85	79	139	72	155	63	50	37	36	31	48
YBR194W	170	83	74	161	104	180	96	105	74	55	95	104
YBR076C-A	209	264	279	342	180	301	136	113	95	97	107	138
YBR108W	1280	722	742	1372	844	1052	606	898	602	701	794	1131
YBR046C	880	636	556	928	638	891	463	545	502	368	513	469
YBR235W	1175	694	719	1232	734	1014	735	735	522	569	780	1066
YBR274W	426	284	247	464	250	370	357	338	201	277	269	370
YBL006C	813	967	986	973	620	831	752	657	646	701	646	1084
YBR186W	108	66	49	115	52	126	104	69	52	50	52	99
YBR277C	1	1	0	1	1	1	1	1	0	0	0	0
YBR185C	352	356	295	405	235	336	266	290	191	241	250	332
YBL078C	654	467	434	748	391	641	326	275	307	267	359	289
YBR037C	671	538	513	746	409	705	372	400	331	330	362	454
YBR015C	2490	1922	1845	2970	1763	2305	1648	1679	1180	1471	1490	2459
YBR016W	1742	2626	2177	2751	1587	2329	1287	1323	1347	1272	1165	1712
YBL107W-A	0	0	0	1	0	0	0	0	0	0	0	0
YBL071W-A	92	123	125	93	70	108	110	51	43	85	52	104
YBR269C	832	661	625	1058	540	1034	417	387	358	269	339	480
YBR266C	0	0	0	0	0	0	0	0	0	0	0	0
YBR055C	742	376	433	894	469	722	452	404	213	325	365	542
YBR088C	126	81	58	157	99	130	93	72	53	62	68	112
tV(UAC)B	0	0	0	0	0	0	0	0	0	0	0	0
YBL019W	312	151	161	390	178	366	186	171	143	123	156	200
YBR112C	2691	1969	1946	3140	1894	2393	1989	2471	1612	2293	2314	3545
YBR164C	1131	716	620	1372	736	1013	770	729	548	516	690	981
YBR148W	135	53	75	178	57	159	44	49	41	31	49	48
YBL020W	669	336	370	699	341	556	517	389	242	314	405	565
YBR208C	1399	764	820	1656	759	1103	818	766	620	921	755	1396
tD(GUC)B	0	0	0	0	0	0	0	0	0	0	0	0
YBR172C	905	550	556	1163	510	850	1058	821	445	771	729	1401
YBL097W	151	89	93	233	145	112	121	158	84	129	166	212
YBR050C	248	201	262	257	182	277	190	217	235	165	195	235
YBR183W	921	772	705	1048	634	1032	411	417	361	335	400	495
YBR213W	231	245	223	299	198	229	148	104	110	122	108	202
YBR113W	28	9	7	20	7	11	29	19	12	22	21	23
YBL091C-A	629	635	499	702	490	707	353	367	381	279	337	468
YBR196C-A	16	8	5	11	4	10	13	15	6	7	6	18
YBR286W	10523	9559	8725	11839	8241	8864	7999	9137	7526	8364	8255	13260
YBR268W	620	847	811	893	568	734	490	468	500	522	481	818
YBR058C-A	702	582	489	1109	550	696	568	469	341	402	397	661
YBR287W	2169	1687	1358	2541	1524	1991	2165	2508	1716	2086	2048	2793
YBL083C	6	3	1	8	7	4	5	8	0	0	2	5
YBL061C	850	518	575	976	522	703	704	730	473	631	663	967
YBR267W	141	103	145	230	88	166	330	221	99	227	139	566
YBR114W	1051	627	534	1123	639	793	576	657	337	474	478	759
YBL032W	1595	1334	1251	1987	1027	1455	1286	1221	964	1047	1191	1818
YBR219C	5	1	1	8	1	0	0	0	1	0	1	0
tF(GAA)B	0	0	0	0	0	0	0	0	0	0	0	0
YBR299W	100	49	51	97	59	81	26	25	21	18	25	41
YBR191W	11094	12498	10500	13826	8399	9893	10684	9379	7967	11680	9414	16492
YBR125C	725	516	526	832	443	726	569	507	440	447	495	765
YBL069W	269	288	226	345	216	289	251	254	175	252	229	337
YBR223C	338	278	243	392	250	367	235	238	166	198	198	297
YBR074W	912	660	602	1210	642	777	647	718	414	547	526	1010
YBR201C-A	225	189	182	314	157	303	136	109	82	99	94	149
YBR187W	1627	1304	1229	2168	1196	1524	1833	1534	1113	1362	1434	2531
YBL021C	467	399	503	606	318	451	292	301	286	241	273	462
YBL049W	172	167	113	232	104	163	88	67	78	81	67	101
YBL035C	230	181	145	321	207	253	175	179	132	131	159	249
YBL095W	261	265	277	292	166	216	117	137	133	110	107	212
YBR073W	1461	997	945	1873	1020	1313	885	834	491	662	737	1185
YBR109W-A	16	8	5	7	8	5	18	17	13	28	23	24
YBR260C	641	359	356	749	363	520	396	446	273	314	384	504
YBR279W	1339	795	700	1758	884	1163	986	879	596	775	865	1169
YBR211C	525	432	388	721	339	588	389	348	209	289	327	442
YBR078W	10792	11175	9417	14233	9450	10644	9473	9181	7515	8800	8383	14636
YBR063C	215	123	96	273	118	196	179	121	57	88	119	192
YBR028C	524	265	309	674	263	517	495	429	259	353	420	545
YBL039C-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR129C	583	338	294	686	296	572	377	355	251	267	335	442
YBL050W	1964	1160	1175	2192	1100	2001	1098	1019	815	774	1037	1051
YBR051W	18	7	14	15	7	10	9	13	4	5	10	10
YBR080C	1631	1003	957	1836	983	1468	1117	1158	831	926	1072	1475
YBL058W	3026	2255	2235	3789	2108	2998	2101	2251	1782	1785	2108	2804
YBL101C	1212	898	880	1351	931	1063	711	1054	1076	881	893	1175
YBR140C	1458	871	751	1734	954	1417	956	1057	695	929	1077	1263
YBR021W	242	139	179	379	138	261	221	196	121	157	160	297
YBR232C	1	8	8	6	8	10	4	4	5	3	3	6
YBR024W	414	217	201	484	247	381	224	259	171	188	225	278
YBL005W-B	50	37	44	54	25	43	140	178	131	157	190	247
YBL100W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBR012W-B	9	2	6	8	14	8	8	15	9	14	8	33
YBR012W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL005W-A	0	0	0	0	0	0	0	0	0	0	0	0
YBL100W-B	27	11	18	22	15	20	24	32	19	32	15	34
YNR017W	2302	1882	2280	2977	1594	2589	1897	1746	1483	1464	1725	2599
YNL105W	0	3	2	6	3	2	3	0	3	3	6	3
YNR069C	138	54	52	103	86	97	85	86	62	61	82	97
YNL306W	1311	1047	1022	1664	924	1259	890	904	748	780	905	1167
YNL288W	1153	1162	1090	1367	874	1173	917	858	680	755	731	1354
YNL191W	395	346	327	513	271	368	239	189	175	231	200	380
YNL150W	64	41	42	130	73	97	53	50	27	32	52	75
YNL097C	847	763	832	1200	651	928	554	585	425	502	510	939
tN(GUU)N1	1	0	1	4	0	0	4	1	1	0	0	0
YNL137C	794	515	478	1022	471	770	719	725	485	555	650	869
YNL331C	281	167	186	275	153	271	174	189	111	120	150	210
YNL030W	8804	8086	6583	12207	6315	8913	5473	5416	3505	4848	5253	6382
YNL297C	1146	508	488	1270	649	1059	756	809	451	548	689	867
YNL102W	551	327	337	719	424	426	362	384	227	339	305	586
YNR026C	543	440	477	715	365	526	589	498	318	456	454	649
YNL152W	502	480	482	706	343	617	413	418	279	258	293	521
YNL140C	14	8	7	10	7	10	5	10	6	5	7	12
YNL099C	570	442	490	720	361	596	521	433	362	424	408	661
YNL182C	279	189	250	442	206	289	622	397	221	450	330	842
YNL180C	1295	747	895	1807	797	1606	1050	937	598	648	938	1145
YNR001C	5105	2947	3156	5796	3025	5009	2665	3202	2957	2549	3304	3191
YNL091W	2769	1997	2029	3275	1932	2684	1812	1949	1244	1664	1829	2611
YNL157W	1521	1512	1286	2057	1172	1802	1246	1144	915	948	1018	1460
YNL315C	820	746	689	1012	559	883	756	730	606	689	663	1014
YNL221C	692	600	568	892	593	577	713	752	635	778	714	1278
YNR052C	1033	992	1018	1427	750	1162	916	977	745	838	885	1464
YNL061W	1692	867	1017	2266	974	1421	1629	1472	756	1444	1297	2562
YNL284C	713	371	340	829	369	725	454	388	264	287	405	412
YNR040W	126	181	149	181	106	155	202	179	158	166	176	264
YNL246W	891	705	636	1224	616	987	744	637	519	586	584	950
YNL097W-A	0	0	0	0	0	0	0	0	0	0	0	0
YNL121C	1936	886	852	2417	1044	1695	1762	1736	1046	1267	1664	1918
snR191	18	2	2	9	3	6	5	20	16	5	5	9
YNL043C	26	13	16	28	17	21	15	17	9	4	10	24
YNR055C	1393	1109	1012	1719	976	1249	1052	1113	855	993	931	1595
YNL039W	1164	713	695	1545	757	1178	676	622	415	494	590	868
YNR036C	2108	2443	2747	2715	1668	2125	1635	1553	1591	1482	1499	2345
YNL304W	408	400	442	486	302	414	257	200	198	189	178	300
YNL119W	150	82	121	231	86	215	269	204	105	183	175	320
YNL034W	25	17	16	27	13	20	18	19	9	12	17	18
YNL187W	178	224	184	189	158	170	145	141	147	145	88	253
YNL310C	433	597	572	616	438	498	314	307	279	317	286	387
YNL277W	529	514	555	587	393	406	212	192	211	183	190	330
YNL126W	211	85	95	284	130	225	214	183	90	109	160	191
tL(UAA)N	0	0	0	1	0	0	0	0	0	0	0	0
YNL210W	50	18	21	51	24	59	41	53	20	25	29	34
YNR041C	703	683	739	922	526	660	441	442	451	323	413	699
YNL193W	823	519	483	939	544	821	391	410	226	270	322	454
YNL301C	1299	1294	1184	1795	1089	1351	1967	1655	1056	1661	1563	2929
YNL263C	1391	1170	1156	1739	1065	1516	895	829	635	699	787	1180
YNL059C	1577	1035	1053	2037	1118	1573	1005	1081	695	884	1071	1464
YNL028W	2	1	1	0	1	3	2	1	0	3	3	1
YNL044W	316	159	174	385	169	379	282	188	133	150	207	196
YNL026W	873	580	597	1086	595	889	685	641	432	455	551	786
YNL067W	3061	4079	2992	4027	2640	2510	3558	3366	2601	3440	2999	5438
YNL205C	7	3	3	6	0	7	4	1	1	1	2	2
YNL104C	5996	5671	4820	6754	4308	5168	2267	2908	3410	2758	3095	3452
YNL169C	864	497	466	1009	514	767	650	606	487	443	550	803
YNL268W	2907	2338	2327	3608	1875	2857	2263	2028	1376	1782	1735	3080
YNL162W	3637	4595	3485	4680	2805	3547	4067	3055	2780	3953	3355	5258
YNL257C	772	420	357	914	512	639	495	515	321	361	485	641
YNL229C	1221	780	828	1628	780	1212	1074	967	708	729	906	1315
YNL042W-B	16	10	9	18	10	26	9	4	5	3	3	5
YNL248C	601	335	344	849	394	455	1147	971	490	857	740	1672
YNR045W	657	505	480	813	475	748	543	490	311	416	430	707
YNR051C	2007	829	909	2568	1247	1723	1594	1771	944	1416	1916	2044
YNL190W	1931	2165	1722	2588	1447	1926	1966	1639	1393	1838	1464	2796
YNL194C	139	65	63	131	65	134	104	130	112	67	125	100
YNL080C	1110	1038	1082	1296	777	1211	783	594	563	561	565	942
YNR005C	1	1	0	0	0	1	0	2	0	0	1	1
YNR064C	97	58	65	124	68	117	75	78	50	65	72	111
YNL145W	598	429	465	969	353	1052	1748	1048	609	874	1102	1356
YNR068C	189	86	65	243	92	193	105	96	62	64	93	90
YNL323W	881	533	532	1183	563	750	564	630	372	499	572	887
YNL003C	1001	857	725	1144	738	917	592	624	491	462	511	776
YNL199C	892	622	687	1165	553	899	857	705	470	616	608	1158
YNL048W	735	322	323	813	345	695	492	504	313	383	452	590
YNL072W	403	326	371	477	297	358	238	219	188	223	178	427
YNL224C	751	395	368	932	439	677	543	592	373	483	552	682
YNL067W-A	0	1	1	0	2	1	1	2	0	0	0	0
YNR032W	804	678	659	979	548	854	486	507	369	404	479	620
YNL206C	1053	624	562	1441	688	957	585	586	371	472	561	816
YNR062C	90	66	48	109	57	76	84	70	41	47	49	101
YNL203C	9	2	5	14	7	9	12	7	5	4	4	6
YNL273W	423	243	210	510	281	328	237	211	155	187	197	365
tI(AAU)N1	0	0	2	8	3	3	0	0	0	0	0	0
YNL213C	380	233	194	512	211	432	304	250	186	219	239	293
YNL055C	6199	8648	7074	7365	5772	7249	5054	4985	6108	4511	5395	6574
YNL170W	50	26	24	81	25	46	27	23	23	3	19	30
YNR013C	2262	1780	1953	2744	1727	2034	1424	1580	1001	1477	1393	2690
YNL269W	10	5	3	8	3	7	5	2	4	3	5	7
YNR020C	498	422	424	655	352	571	347	306	247	244	288	464
YNL041C	929	486	444	1079	540	810	644	589	355	461	512	766
YNL234W	602	329	320	803	328	720	498	383	198	253	335	526
YNL165W	328	309	335	417	286	361	267	271	246	228	242	327
YNL116W	419	337	337	616	329	414	261	230	175	278	197	422
YNL008C	693	405	378	944	428	701	526	472	301	296	401	534
YNL309W	475	458	582	699	459	575	304	276	263	227	284	471
YNR015W	906	677	729	1067	639	922	720	526	311	465	439	910
YNR075W	149	63	74	134	83	115	213	183	100	126	148	226
YNL025C	374	290	243	408	246	387	325	307	215	198	254	407
YNL058C	473	275	328	588	342	553	479	451	385	299	513	522
YNL313C	426	257	277	614	280	437	487	340	193	347	289	685
YNL122C	182	137	99	223	119	229	161	175	134	110	174	176
YNL094W	1540	1331	1158	1923	1262	1470	848	1002	669	793	830	1326
YNL001W	480	248	208	707	313	495	444	428	201	269	393	443
YNL317W	521	391	393	672	371	494	381	367	284	273	337	477
YNL035C	479	354	310	552	271	448	422	381	245	364	401	613
YNL007C	2236	1593	1477	3466	1867	2164	2783	2310	1540	1791	1936	3147
YNL162W-A	13	7	12	16	14	12	23	8	10	7	14	29
YNR039C	559	398	394	671	346	543	391	360	227	312	317	519
YNL103W-A	18	6	1	11	8	15	15	10	12	12	12	7
tL(CAA)N	1	0	1	1	0	0	1	2	0	0	1	0
YNL052W	1513	1603	1551	1720	1052	1357	876	737	853	814	748	1156
YNL120C	0	0	0	0	0	0	0	0	0	0	0	0
YNL002C	972	383	426	1311	453	968	1479	1005	435	737	973	1480
YNL311C	335	222	217	414	258	365	273	255	229	230	225	318
YNR007C	593	386	364	639	377	517	329	351	299	284	304	376
YNL291C	742	489	551	994	501	691	482	453	329	431	450	689
YNL195C	202	222	189	203	140	215	91	112	127	90	110	145
YNL087W	2702	1231	1333	3187	1618	2227	1762	1662	868	1350	1550	2373
tF(GAA)N	1	0	2	0	1	1	0	0	2	0	0	0
YNL217W	836	856	677	1050	658	813	1586	1598	1438	1830	1459	2245
YNL029C	450	329	321	572	284	363	386	321	215	274	287	546
YNR028W	719	383	450	957	414	808	600	556	360	347	509	690
YNL009W	309	165	171	268	151	250	119	134	111	64	115	142
