,SNF2_14,SNF2_15,SNF2_31,SNF2_33,SNF2_42,SNF2_44,WT_02,WT_18,WT_20,WT_39,WT_42,WT_45,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ERCC-00077,0,1.052789057,4.431326109,0,0,0,8.189818185,1.082073553,12.08773632,10.6864158,2.368584265,8.178969132,4.006476035,-3.159453571,0.960929337,-3.287914575,0.002893645,0.037924622
