	SNF2_06	SNF2_15	SNF2_31	SNF2_33	SNF2_42	SNF2_44	WT_22	WT_18	WT_20	WT_39	WT_42	WT_45
YDR286C	43	232	203	272	177	215	99	127	117	95	106	190
YDR172W	2229	2525	2606	4318	2517	2960	3955	3008	1913	2807	2671	4753
YDL174C	5875	2432	2351	3106	1918	2534	2090	1435	1291	1189	1351	1947
YDR080W	510	175	183	471	220	342	517	311	180	176	273	329
YDR503C	278	317	261	427	264	370	307	183	148	135	182	230
YDR069C	484	279	224	480	251	490	459	363	196	236	305	352
YDR047W	707	1351	1136	2373	1302	1773	1313	1124	970	1032	1105	1766
YDR215C	42	30	27	32	28	25	19	22	10	23	14	23
YDR267C	1057	798	789	1241	604	777	829	588	510	584	551	1064
YDR142C	717	354	355	627	315	592	509	330	207	220	219	390
YDL212W	475	1784	1768	2972	1537	2152	1638	1492	1163	1381	1501	2219
YDR249C	70	78	67	187	83	173	223	162	62	70	123	156
YDL209C	578	220	242	476	199	298	368	180	127	178	152	306
YDR044W	1410	1263	1282	1437	958	1020	5697	1971	1885	3122	1961	5076
tK(UUU)D	0	0	0	1	0	3	1	2	0	0	1	2
YDR311W	678	481	450	852	488	663	754	395	274	345	389	551
YDL159C-B	0	0	0	0	0	0	0	0	0	0	0	0
YDR222W	266	127	118	282	150	225	229	115	70	71	101	131
YDR510C-A	246	107	76	278	121	189	118	103	68	44	83	93
YDR401W	0	0	0	2	0	1	0	2	0	0	1	0
YDR207C	2499	720	659	977	579	812	1202	561	393	591	544	893
YDL005C	2679	700	680	1892	845	1204	1648	849	486	672	819	1093
YDR295C	555	223	248	647	318	553	757	416	166	252	364	469
YDR543C	0	0	0	0	0	0	0	0	0	0	0	0
YDL208W	757	1501	1623	2948	1379	1952	2944	1982	1370	2123	1791	3557
YDR135C	3479	2388	2284	3523	2336	2392	2732	2142	1500	1776	1940	3086
YDL114W	36	6	6	19	3	11	7	4	5	5	5	3
YDR247W	1760	346	367	606	332	576	1021	694	509	463	700	705
YDL197C	2342	678	717	1103	607	1047	1004	479	304	365	416	647
YDR229W	2342	777	857	1313	747	1087	1323	714	524	633	616	938
YDR095C	5	6	5	2	6	3	7	3	2	1	3	1
YDR027C	1320	649	603	1291	660	1036	1203	738	438	518	714	925
YDL106C	1662	735	773	1086	614	907	1083	505	449	480	537	727
YDR404C	547	633	642	1139	680	1034	1260	746	573	590	665	909
YDR256C	564	298	270	430	237	386	472	265	201	196	220	384
YDR518W	1001	820	700	1408	742	1110	939	581	448	502	587	772
YDR055W	615	600	598	866	569	845	2870	2311	2314	1914	2232	2525
YDL087C	531	379	360	477	291	405	382	292	209	216	199	355
YDR177W	1009	1281	1352	2040	1178	1584	1582	1023	823	945	957	1456
YDL014W	4320	4132	4909	8761	3993	4797	8969	6179	4098	6190	5653	12065
YDR289C	825	488	383	992	465	578	819	444	332	419	469	592
YDL159W	574	288	345	450	277	449	448	256	191	208	210	336
YDR532C	460	159	153	400	174	380	444	175	117	114	196	193
YDR137W	585	417	369	799	475	692	784	429	291	343	412	553
YDL153C	1283	646	741	1918	887	1022	2325	1311	540	1201	1159	2088
YDR393W	1499	256	294	566	280	513	685	319	219	227	317	414
YDR506C	786	393	436	555	376	488	373	221	181	171	183	290
YDL219W	248	124	88	351	143	263	345	203	102	106	191	173
YDL090C	899	446	345	713	459	660	533	305	233	262	268	384
YDR033W	273	670	557	901	518	615	8680	6582	4984	6626	5500	10928
YDR035W	2572	2758	2313	4502	2506	2846	2720	2193	2396	2246	2236	2993
YDR332W	424	251	224	542	274	402	423	274	159	223	243	324
YDR510W	5154	1676	1503	2795	1633	2142	2650	1251	923	1047	1150	1641
YDL055C	3616	14213	12449	16637	11419	11328	12780	13629	11103	14194	12965	23045
YDR480W	2248	361	372	604	321	511	506	212	202	173	258	321
YDL103C	1049	619	634	1202	701	856	756	579	438	457	589	730
YDL085C-A	1832	240	184	649	300	420	554	271	148	186	239	298
YDR350C	697	402	403	1048	454	935	794	542	312	353	467	576
YDR342C	600	361	406	501	285	552	3296	2326	2813	1621	3152	2310
YDR087C	389	405	419	920	382	633	1017	603	360	601	530	1027
YDL236W	695	1591	1549	2474	1453	1740	1504	1420	1169	1211	1226	2128
YDR012W	2228	5001	4064	5846	3902	4702	4824	3515	2963	3818	3373	5896
YDL121C	493	573	495	1059	511	746	700	398	319	386	408	612
YDR525W-A	481	499	465	846	327	812	348	161	149	154	205	189
tG(GCC)D2	0	0	1	2	0	1	7	4	1	1	4	4
YDL190C	1579	847	762	1600	907	1185	1761	1145	731	889	982	1467
YDL047W	1313	957	1060	1594	867	1422	1408	914	661	688	738	1303
YDR099W	3370	2804	2572	4899	2908	4080	4272	2829	2133	2257	2825	3318
YDR092W	2187	1429	1208	1722	1072	1655	1173	637	570	573	630	948
YDR164C	905	352	383	886	503	734	999	553	347	365	506	606
YDR058C	526	194	151	325	195	303	164	119	90	97	111	133
YDL020C	3255	884	1132	1864	840	1593	2313	1072	684	813	1023	1457
YDL025C	1070	680	621	1087	673	928	1010	807	673	537	684	846
YDR374C	6	4	2	7	5	3	3	2	0	1	3	2
YDL207W	2012	800	836	1522	744	1241	1327	675	424	615	667	909
YDR270W	405	309	263	492	280	380	626	325	149	236	210	482
YDR152W	2068	1091	1197	1751	923	1377	2127	1109	756	1062	1007	1875
YDL148C	958	289	382	1148	414	635	1940	865	345	693	781	1306
tI(UAU)D	0	0	0	1	0	0	1	0	0	0	0	0
YDR379C-A	98	72	47	139	71	138	96	35	50	29	42	29
YDR218C	19	38	22	47	26	40	20	19	17	9	10	10
YDL018C	268	376	344	484	315	467	331	216	187	170	190	266
YDR507C	1552	693	737	1578	870	1111	999	517	366	473	548	813
YDL003W	1120	367	390	794	436	548	569	253	214	222	231	352
YDR524C-B	2824	59193	48838	42940	25982	33209	29216	19678	25170	36899	23924	39388
YDR371W	516	246	285	641	284	497	459	286	232	202	297	328
YDR359C	4238	628	664	1295	716	1050	1069	568	351	353	510	644
YDL180W	880	570	632	1129	571	800	786	492	428	395	502	642
YDL133W	611	655	640	1151	569	1001	698	551	347	437	474	682
YDR335W	5620	1715	1681	3978	2061	2725	2528	1624	1118	1150	1483	1862
YDR351W	1775	551	617	1335	645	1206	1134	609	397	461	663	807
YDL150W	567	182	274	583	233	358	1142	360	169	299	313	642
YDL177C	190	377	394	474	231	313	273	170	136	199	169	335
YDR171W	4867	3970	2798	4067	3071	3400	5277	3865	3615	3170	3617	4217
YDR364C	702	246	209	404	187	273	563	272	168	223	248	431
YDR309C	4466	957	1016	1522	817	1264	1739	537	407	504	498	911
YDL239C	165	73	96	332	117	221	195	178	103	101	175	138
YDL228C	5	4	5	62	29	30	0	52	12	2	29	39
YDL156W	288	151	178	208	129	151	221	110	92	93	117	195
YDL016C	154	224	220	290	183	267	288	142	111	160	172	234
tX(XXX)D	0	0	0	0	1	0	0	1	0	0	0	0
YDR524W-C	370	755	779	7191	2190	4868	4433	2992	987	747	2659	1514
YDL085W	242	153	143	177	131	168	96	70	82	47	62	70
YDR300C	749	735	777	1369	658	993	1435	924	639	843	839	1465
YDL168W	608	624	658	1277	620	907	932	908	585	645	799	1291
YDR360W	20	6	13	11	8	16	19	5	8	7	10	9
YDR195W	684	200	215	565	221	465	627	268	141	198	235	315
YDR321W	385	1197	1186	2098	1075	1470	1422	1370	1001	1307	1271	2237
YDR237W	661	330	300	589	300	520	630	416	349	320	387	524
YDL127W	654	239	261	372	224	342	376	114	115	114	113	178
YDR107C	324	366	361	772	381	532	427	331	251	260	318	407
YDR472W	1167	361	341	577	367	521	708	396	258	316	360	565
YDL030W	747	241	295	557	254	462	585	292	160	215	262	436
YDR468C	1572	728	546	969	514	774	1061	511	450	432	473	708
YDL084W	1313	3698	3285	6482	3782	4623	5356	4433	2960	3705	4045	6097
YDL203C	879	314	303	617	342	491	765	386	247	299	336	515
YDL025W-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR285W	148	88	106	384	131	306	392	193	105	130	200	175
YDL229W	855	2956	2763	3720	2088	2096	4755	4894	3747	5861	4086	9354
YDR329C	1576	916	894	1584	895	1432	1318	706	586	562	615	848
YDR034C	848	364	272	724	412	599	868	466	335	359	414	598
YDR009W	155	178	142	247	156	256	103	119	80	72	97	107
tS(AGA)D2	0	0	0	0	0	0	0	0	0	0	0	0
YDR488C	160	240	288	358	242	235	246	241	204	225	219	450
YDR103W	1019	453	394	906	437	678	948	530	359	352	406	607
YDR336W	112	232	203	437	216	376	295	258	167	200	251	374
YDL101C	183	196	224	397	218	284	291	230	160	162	194	262
YDR162C	1385	522	513	932	443	640	694	427	320	358	374	575
YDR312W	355	143	195	417	138	252	561	230	140	251	198	402
YDL061C	1271	6288	5052	4683	3093	4647	4926	2966	3640	3959	3143	5246
YDL040C	2431	1009	958	2665	1367	1887	2600	1474	825	1156	1428	1782
YDR145W	3105	1187	1196	2346	1205	1689	2258	1141	754	1025	1063	1602
YDR124W	245	120	120	247	131	247	323	145	91	79	115	194
YDL231C	2228	751	724	1230	629	1036	1260	725	447	640	639	1015
YDR190C	1433	1890	1990	3240	1723	2031	3092	2058	1344	1969	1968	3587
YDL064W	539	331	309	760	399	660	918	452	279	303	431	537
YDR463W	2172	729	690	1073	704	929	1199	532	408	436	506	773
YDR491C	60	32	30	52	16	54	162	64	24	26	40	53
YDR449C	169	94	103	279	81	159	525	205	101	198	183	402
YDL035C	1625	1027	945	1949	1065	1508	1338	797	485	561	631	935
YDR074W	4401	4634	3074	5360	3675	4807	7552	7677	5185	4949	6135	7446
YDR525W	0	2	1	5	3	6	3	4	1	0	0	2
YDR257C	569	276	280	614	310	487	621	435	240	330	393	504
YDR402C	19	9	7	22	9	11	20	9	10	8	7	12
YDR450W	2040	11170	9002	12937	7666	9603	9817	9623	8065	11683	9610	15482
YDR376W	618	356	341	743	379	646	608	412	300	313	397	480
YDR161W	558	342	395	1024	439	686	1289	703	412	584	639	1122
YDR090C	488	506	489	870	451	664	556	421	344	335	353	572
YDR189W	1731	802	802	1545	862	1206	1752	929	571	751	817	1255
YDR524C	901	367	387	654	339	566	979	449	321	326	403	584
YDL237W	721	681	572	1086	655	1052	1007	639	504	453	640	729
YDR188W	2319	4168	4021	5304	3128	3667	3166	3226	2658	3226	2979	5411
YDL133C-A	124	3207	2633	5958	3002	4666	1346	3062	2291	3239	2931	3319
YDR531W	426	523	489	1201	563	1000	735	651	453	478	618	763
tG(GCC)D1	0	0	0	0	0	0	0	0	0	0	0	0
YDR226W	1909	5842	4957	8453	5034	6361	4583	4654	4029	4580	4366	7176
YDL054C	881	693	593	852	586	662	557	446	423	351	381	500
YDL205C	1017	466	459	1226	568	782	1112	762	450	584	713	1047
YDR537C	13	2	1	10	1	6	5	2	0	6	5	3
YDR496C	825	261	321	1006	329	620	1910	877	322	700	783	1381
YDR313C	316	360	340	616	281	458	372	224	163	177	209	295
YDL108W	372	321	328	492	286	343	551	332	223	259	235	437
tV(CAC)D	1	0	0	0	1	1	0	1	0	0	1	0
YDR340W	1	1	4	1	2	2	3	0	1	0	3	4
YDL147W	3392	1634	1532	4372	2142	3177	3560	2268	1317	1408	2086	2190
YDL081C	17682	6827	5920	13565	6352	10661	12383	7948	6161	7241	8536	10562
YDR283C	737	504	519	1192	584	850	940	627	392	517	594	889
YDR261C	1437	870	917	1471	904	1028	1367	1007	680	798	815	1500
YDL211C	838	234	224	377	182	272	365	152	90	131	114	268
YDL074C	792	640	652	1878	754	1394	1738	880	447	686	916	1119
YDL091C	1031	403	350	669	396	671	660	353	274	278	345	376
YDR346C	3316	1754	1944	4336	1839	2769	4283	3009	1633	2288	2606	3915
YDR072C	2387	1272	1252	2409	1227	2025	4198	2428	1334	1769	1898	3257
YDR242W	300	225	221	398	228	352	345	215	176	192	221	315
YDR323C	163	139	152	279	138	235	254	135	83	110	137	178
YDR486C	1989	861	712	1046	640	878	1059	586	485	535	584	767
YDR420W	3253	686	724	1261	663	1107	1614	822	518	656	702	1211
YDL122W	3155	1037	1178	2745	1200	1608	2784	1433	762	1197	1295	2213
YDR390C	1953	630	645	1389	718	1118	1737	809	468	641	745	1006
YDR481C	2006	1915	1686	2277	1474	1892	3490	2466	2112	2371	2337	3490
YDR318W	385	223	192	420	243	410	473	235	130	141	162	263
YDL105W	205	94	104	240	145	193	181	94	61	60	93	116
YDL141W	1093	435	467	841	447	646	885	491	359	418	484	714
YDR400W	259	279	244	455	247	346	352	266	177	234	238	322
YDR522C	83	38	39	108	37	109	112	53	23	25	43	49
YDL173W	996	1160	1136	1067	746	891	762	445	475	534	448	693
YDR279W	371	196	190	506	259	384	322	291	156	157	223	305
YDR281C	29	8	10	14	13	18	199	138	146	125	103	190
YDR213W	559	374	381	741	342	467	1077	651	351	669	505	1126
YDR179W-A	84	64	57	156	51	110	175	115	52	57	80	141
YDR330W	2766	820	886	1353	857	1150	1458	883	704	671	772	1150
YDR106W	89	17	13	53	29	62	62	28	24	23	28	41
YDL178W	1108	837	698	1330	666	867	867	718	583	635	632	996
YDR484W	288	212	209	458	262	393	485	238	148	184	235	252
YDR308C	450	316	247	415	261	381	553	257	200	226	222	299
YDL192W	1404	5476	4868	7994	4737	6207	4306	4828	3916	4612	4787	7290
YDL202W	523	360	357	571	314	452	605	350	278	312	359	462
YDR146C	1776	311	352	793	342	577	1000	421	330	343	492	610
YDR241W	27	49	33	50	26	44	53	37	29	38	32	36
YDL158C	42	40	29	150	55	108	94	71	31	8	37	53
YDL185W	4385	6064	5011	9688	5696	6900	7542	7140	4857	5924	6155	9222
YDR251W	10714	2138	2041	3776	2165	3316	4033	2118	1394	1602	1866	2453
tL(UAA)D	1	0	0	0	0	0	0	0	1	0	0	0
YDR192C	893	267	279	377	208	347	497	205	190	203	191	289
YDR368W	1233	1196	943	1684	1082	1419	1419	891	755	798	957	1196
YDR494W	2324	421	406	1017	461	883	1136	526	362	381	534	633
YDR399W	849	879	762	1136	610	817	4152	2018	1965	2105	1658	3598
YDR070C	183	57	62	100	48	115	115	97	81	49	93	75
YDR138W	686	181	198	614	257	444	691	334	166	288	301	384
YDR031W	165	117	145	264	102	186	149	112	87	91	89	127
YDR255C	733	274	242	604	339	526	507	356	213	221	348	364
YDL060W	828	433	427	974	443	546	1698	884	370	915	747	1874
YDR048C	1	2	1	4	0	1	2	1	0	1	0	2
YDR067C	316	356	281	513	292	445	490	323	313	250	281	330
YDR126W	562	238	244	269	207	250	353	133	170	166	130	264
YDR315C	198	178	191	284	175	253	203	125	95	83	112	139
YDL126C	9125	12472	10710	17978	11029	11676	10786	10068	7638	9331	9282	13892
YDR262W	2396	632	677	1466	618	1129	1332	770	545	515	705	908
tQ(UUG)D3	0	1	0	0	0	0	1	0	0	0	0	0
YDR345C	11553	17340	18685	28551	13242	21581	40632	34977	23510	28945	31982	51747
YDR079W	130	82	77	326	134	331	260	124	74	81	138	102
YDR433W	124	7	5	36	19	40	76	29	8	7	16	10
YDL144C	1087	1382	1300	1334	911	1158	823	580	618	561	598	900
YDR306C	792	495	437	910	488	823	707	483	281	324	413	553
YDR292C	1694	1129	1136	2205	1166	1723	2219	1262	850	1053	1223	1691
YDL009C	57	146	125	376	180	295	77	91	58	53	73	104
YDR290W	0	1	1	1	0	1	0	1	1	2	5	1
YDR282C	288	117	87	264	144	216	246	161	100	118	159	184
YDR170C	3108	2098	1850	3296	2047	2246	2590	2238	1550	2039	1901	2978
YDR174W	4364	2322	2170	4344	2162	3357	3822	2111	1515	1891	2097	2926
YDL218W	120	79	81	79	58	77	89	51	57	60	45	108
YDL062W	7	1	1	3	0	4	4	2	1	5	0	0
YDL048C	2986	927	936	1234	752	1040	3539	1804	1309	1667	1286	3004
YDR500C	15530	10574	8256	10707	6357	8069	11713	6417	5768	7766	5942	11549
YDR112W	45	8	19	41	21	25	27	17	5	26	14	16
YDR538W	60	48	51	95	59	82	106	46	29	25	49	64
YDL011C	0	0	0	0	0	1	0	1	0	1	0	0
YDR355C	2	1	0	0	0	0	1	0	1	0	0	3
YDR301W	886	537	571	1069	556	756	994	720	427	519	584	936
YDR412W	121	34	44	101	25	46	159	54	42	90	67	124
YDR530C	1379	1208	1148	1442	941	1350	1005	665	660	589	633	1002
YDR227W	420	274	323	725	377	555	637	377	204	296	381	472
YDR041W	855	681	692	1175	629	1038	992	528	526	436	498	641
YDR015C	0	0	0	0	0	0	0	0	0	0	0	0
YDL008W	405	602	439	470	325	364	385	294	276	342	262	483
YDR234W	590	505	623	1107	476	754	1430	862	528	797	723	1471
YDR511W	173	350	298	342	267	412	337	183	198	188	194	268
YDR519W	417	540	508	1038	565	744	533	489	413	423	477	665
YDL086C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR250C	36	5	12	10	7	8	36	9	7	6	14	11
YDR465C	3121	715	798	1635	721	937	2015	990	575	1029	871	1938
YDL001W	734	232	230	488	226	386	399	185	127	182	174	275
YDR454C	1448	1398	1215	2621	1471	1957	2661	1637	1195	1485	1574	2263
YDR013W	137	260	259	419	257	334	306	185	127	152	178	252
YDR076W	550	191	166	350	216	364	265	119	74	79	89	162
YDL095W	3994	2229	1890	3554	2087	2383	2666	2232	1451	1979	2001	3108
YDL007C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDL130W	1088	12840	10653	14795	8112	12050	6104	7809	8248	9279	8407	13377
YDR100W	844	614	509	928	525	873	549	366	326	299	424	395
YDR479C	2673	1277	1270	1735	1060	1528	1231	807	671	630	801	1022
tS(AGA)D1	0	0	0	0	0	0	0	0	0	0	0	0
YDL117W	1435	561	672	1280	569	1017	1257	545	308	412	485	805
YDR140W	607	224	231	410	228	382	466	236	174	163	192	282
YDR381W	1055	1222	1031	2815	1203	2199	2875	2179	1385	1481	2108	2432
tQ(UUG)D2	0	0	0	0	0	0	0	0	0	0	0	0
YDR327W	133	801	844	776	572	633	275	350	415	396	335	658
YDR062W	1596	1641	1434	2847	1622	1715	2440	2041	1420	1886	1881	2964
YDR143C	1817	770	841	1103	564	873	1817	808	561	794	683	1530
YDL172C	0	0	0	1	0	1	0	0	0	0	1	0
YDL053C	997	508	539	970	500	836	1076	536	450	424	530	729
YDR223W	281	181	180	262	166	264	304	169	109	126	154	221
YDL037C	57	28	18	26	26	19	595	294	127	347	207	615
YDL167C	470	239	233	381	195	233	1031	388	212	503	298	919
YDR246W-A	170	66	104	108	50	106	72	57	45	52	65	105
YDR371C-A	0	0	0	0	0	0	0	0	0	0	0	0
YDR517W	3380	3501	2783	3676	2600	3294	2305	1835	1703	1511	1839	2418
YDL226C	1349	1061	918	1804	1122	1393	1725	1097	791	900	1028	1482
YDR467C	29	29	36	102	47	72	62	39	17	15	38	32
YDL134C	1230	1943	1817	2394	1505	1991	2020	1475	1259	1447	1296	2147
YDR117C	924	520	496	1007	579	867	886	501	340	382	467	650
YDR314C	135	82	71	142	96	107	191	115	90	83	114	125
YDR440W	699	338	342	657	307	495	807	373	237	289	303	561
YDR303C	770	312	334	922	412	777	1086	517	281	303	519	574
YDL078C	1437	2177	2024	3111	1914	2720	1923	1862	1595	1442	1757	2333
YDL238C	190	292	231	304	264	331	287	311	304	258	289	295
YDR529C	4043	953	792	1160	667	1119	1521	626	640	627	668	715
YDR437W	253	71	73	79	46	73	148	67	58	68	66	118
snR47	11	16	10	16	11	17	22	8	9	4	6	19
YDL196W	54	23	17	19	14	14	13	15	6	7	13	24
YDR452W	5070	2296	2066	4480	2470	3244	2817	1713	1182	1362	1819	2012
YDR445C	1	0	0	0	0	1	0	0	0	0	0	1
YDR347W	635	511	508	964	517	979	1175	683	509	495	765	833
tQ(UUG)D1	0	0	0	0	0	0	0	0	0	0	1	0
YDR490C	1088	695	660	1078	719	951	1004	634	418	503	575	819
YDR516C	3441	7961	7249	8163	5724	7534	8962	8397	9213	7068	9210	9858
YDR509W	3	0	0	3	0	1	0	2	0	3	0	0
YDL193W	301	424	384	864	459	692	649	515	395	368	466	631
YDL137W	1581	4858	4370	6436	3972	5024	2588	2556	2283	2202	2412	3329
YDL118W	35	8	10	12	17	19	12	6	6	6	5	8
YDR235W	337	183	161	494	204	402	552	317	162	144	273	279
YDR233C	9197	3197	2918	5755	2961	5313	9037	3327	2307	2772	3181	4760
YDR388W	3073	4061	4117	4962	3519	3898	4494	2871	2981	2510	2658	4129
YDR209C	59	243	165	347	236	237	206	282	167	192	235	349
YDR049W	776	326	363	818	404	701	794	370	237	281	332	501
YDL194W	950	533	489	926	516	810	715	526	339	394	439	625
YDR021W	64	39	40	132	54	78	290	96	46	96	91	202
YDR353W	7276	6077	5980	8957	5303	6907	6815	5403	4510	4442	5036	7449
YDR051C	989	692	685	1121	675	834	899	516	327	464	472	743
YDR288W	584	223	204	455	205	399	459	228	162	184	218	274
YDR141C	1013	724	580	1235	792	1018	1296	795	558	604	700	938
YDR194C	1058	416	505	1429	534	1057	2065	1140	552	774	1050	1375
YDR424C	453	762	594	745	461	663	566	375	364	400	403	450
YDR054C	2978	2056	2154	3525	1980	2777	2672	1446	1029	1246	1412	1950
YDR122W	2892	1757	1584	3172	1791	2476	2402	1807	1253	1346	1585	1988
YDR184C	333	65	98	193	48	126	633	196	63	207	144	378
YDR183C-A	67	3	9	26	5	26	126	23	5	1	9	45
YDL240W	804	292	324	778	350	607	789	410	211	320	333	548
YDR056C	2786	1414	1276	2171	1166	1649	1929	1029	816	1012	950	1464
YDR541C	268	421	360	614	362	513	430	263	209	231	275	394
YDL042C	173	201	246	461	184	378	452	268	156	165	223	381
YDR185C	195	233	266	322	198	330	343	223	177	224	197	350
YDR328C	1723	2412	2320	2746	1641	1938	2030	1414	1392	1442	1344	2246
YDR280W	1345	658	694	1146	619	818	1155	806	555	657	718	1259
tV(UAC)D	1	0	0	0	1	0	1	0	1	0	0	1
YDR098C	2122	942	861	2028	944	1506	1281	796	571	662	852	988
YDR005C	418	401	310	798	352	771	1034	590	434	364	573	571
YDR423C	2018	739	594	974	661	849	998	469	381	395	478	610
YDR017C	1462	695	793	1686	773	1332	2097	1083	630	866	921	1605
YDR419W	442	217	183	389	198	302	385	212	136	182	206	305
YDR444W	600	265	301	668	271	506	653	352	200	275	293	509
YDR341C	4959	1889	1812	3502	1872	2539	4865	2616	1719	2522	2276	3844
YDR154C	475	328	315	943	539	658	336	706	383	305	705	714
YDR464W	1203	340	384	842	390	585	1042	473	240	393	414	701
YDR132C	535	241	176	556	291	510	417	195	116	134	184	238
YDL210W	172	61	66	127	61	138	112	58	45	42	66	76
YDR395W	562	503	495	1084	576	711	1743	941	573	902	803	1507
YDL222C	100	93	69	114	83	113	80	59	45	37	61	70
YDR372C	1889	1322	1094	2767	1305	1735	1961	1521	1077	1238	1419	1762
YDR325W	311	313	266	537	306	344	533	261	218	253	309	449
YDR216W	1222	720	775	1534	735	1482	734	553	381	345	609	494
YDR082W	191	191	160	262	142	234	286	153	128	144	135	202
YDL224C	5611	841	906	1494	786	1250	1499	812	525	615	725	1194
YDR498C	1109	533	615	901	516	865	951	412	327	334	355	594
YDR010C	93	71	80	113	70	106	25	16	11	10	18	17
YDR006C	3488	1065	1124	1699	899	1407	1791	907	510	718	734	1382
YDR182W	2570	906	941	1782	849	1457	1639	777	644	626	808	1031
YDL102W	791	264	300	731	335	463	645	391	212	321	331	560
YDL179W	404	139	163	246	142	279	461	200	133	129	185	238
YDL067C	906	676	582	958	472	791	609	355	359	369	402	389
YDR030C	217	72	69	164	70	164	193	97	74	71	92	128
YDR020C	265	106	113	195	97	134	337	148	112	139	126	208
YDR527W	1546	561	530	892	520	717	1181	409	297	436	353	692
YDR333C	1062	548	489	1137	588	814	1096	673	428	558	551	951
YDL093W	545	359	392	728	421	556	609	407	258	325	392	613
YDL043C	173	170	157	311	139	233	352	234	134	204	212	300
YDR139C	257	524	430	736	397	554	437	315	274	343	348	522
YDR322C-A	640	508	416	962	449	790	687	428	439	372	428	536
YDL130W-A	727	506	410	681	467	704	586	390	359	277	374	319
YDR210W	0	0	0	0	0	0	0	0	0	0	0	0
YDR260C	1350	652	629	905	552	664	477	298	214	277	221	460
YDL017W	441	261	225	454	212	370	316	218	122	147	181	279
YDR073W	847	886	806	1025	614	963	1654	814	704	656	723	1130
YDL069C	16	64	55	163	79	145	96	68	49	31	60	72
YDR455C	5	1	1	1	0	1	0	1	0	1	1	2
YDR461W	593	378	371	565	368	566	1879	587	472	621	589	898
YDR435C	261	841	653	1069	643	922	564	613	637	577	546	731
YDL063C	91	59	74	209	78	133	471	236	79	178	184	444
YDR121W	1035	370	450	824	374	502	819	428	256	294	429	666
YDR178W	1390	1297	1078	1808	1052	1786	1249	890	874	636	772	954
YDL013W	1687	718	627	1160	625	935	1094	608	402	464	518	872
YDR534C	1324	989	829	1117	694	933	1126	771	549	597	647	996
YDR392W	766	586	535	988	545	758	804	500	350	381	439	666
YDR034C-A	5	15	14	14	15	24	17	11	8	4	22	29
YDL132W	5140	1788	1635	2858	1693	2201	2761	1542	1166	1182	1440	1803
YDR535C	43	35	32	48	20	29	16	10	12	8	19	25
YDR202C	218	276	248	462	285	443	404	319	201	202	256	310
YDL050C	19	35	38	78	37	51	88	44	28	42	42	59
YDR524C-A	5	7	3	8	6	13	3	2	0	2	1	0
YDL109C	367	196	185	213	152	196	272	153	123	156	119	255
YDR211W	1228	1057	1075	2252	1151	1386	1710	1257	747	1016	1000	1893
YDR110W	309	188	183	440	223	310	558	247	167	246	209	425
tG(CCC)D	1	0	0	0	0	0	0	0	0	0	0	0
YDR274C	311	150	180	247	133	161	299	257	258	235	290	471
YDR167W	606	847	752	1056	669	746	665	534	488	470	511	917
YDR156W	359	352	385	604	270	498	919	301	201	273	241	514
YDL223C	1079	446	510	795	465	669	542	418	326	313	335	563
YDR075W	404	201	227	367	175	327	392	172	93	143	133	287
YDR039C	0	0	0	0	0	0	0	0	0	0	0	0
YDL088C	1377	699	716	1257	612	1084	1268	651	510	579	612	904
YDL129W	103	68	71	137	56	114	158	55	50	100	56	150
YDL215C	936	884	959	1858	884	1649	1270	1090	799	694	1128	1205
YDR297W	1819	1914	1894	3031	1610	2337	3646	2078	1370	2092	1855	3591
YDR131C	324	104	116	254	130	229	275	148	105	90	137	174
