"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YOR112W",498.778750037725,0.139266471715717,0.0861814294950337,1.6159684578421,0.999985788414529,1
"YOR387C",58.0580947930121,0.461985180439396,0.213084460419841,2.16808480322378,0.570799764407622,1
"YOR229W",391.701280383238,0.300104823988295,0.151514755208686,1.98069701907878,0.906467585759314,1
"YOR376W-A",40.045523402441,-0.523133404288768,0.176977386635456,-2.95593360391481,0.448000822042246,1
"YOL050C",5.74040643566029,0.382895968496697,0.486407049146906,0.78719247422143,0.629878124983823,1
"YOL035C",28.7653040962543,0.52703455293443,0.22067901109668,2.38824050513592,0.451250685503631,1
"YOR251C",801.791675835472,0.0449755386986903,0.0843318413122104,0.533316218392331,0.999999965912169,1
"YOR041C",2.31521692932095,-0.125887111888548,0.662706817598853,-0.189958981174614,0.886273007728031,1
"YOR130C",429.464083099902,0.603430651888611,0.118307021382677,5.10054808950642,0.190989361834426,1
"YOR008C",1756.80063901135,0.069735694157515,0.0830169609471528,0.840017429714244,0.999999890741925,1
"YOL011W",480.234301720016,-0.548721675318443,0.0714756288917192,-7.67704578227243,0.24772876101064,1
"YOR248W",39.0245868016272,0.21788669256123,0.210272431339801,1.03621140999281,0.910466239750382,1
"YOR202W",1005.27558383791,-0.0643953511835839,0.263012016683523,-0.244838057194434,0.96710173713266,1
"YOR266W",214.96374586013,0.0229359082057286,0.0926328518969712,0.247600151955146,0.999999878040446,1
"YOR140W",388.197969094862,0.0110615989217957,0.117648674506198,0.0940222995985639,0.999990797618648,1
"YOR311C",757.809022664592,0.0884569661227289,0.0762551346888793,1.16001324348364,0.999999966103134,1
"YOL019W",632.599615854921,-0.39824655644015,0.0891455264744458,-4.46737567425002,0.87315463908845,1
"YOL138C",584.989226837869,0.156069900970866,0.0838756571456879,1.86072939732419,0.999979384918875,1
"YOL151W",315.396581865718,-0.0834821449025697,0.0934203784647766,-0.893618140650607,0.999995874089235,1
"YOR330C",890.618997431377,0.18957645378604,0.0892853242816644,2.12326555692391,0.999746243018206,1
"YOR379C",0.15231589651295,-0.379249986385796,3.11653965008542,-0.121689446940103,0.904377406910354,1
"YOR142W",2049.0284167277,0.337775102667939,0.0873001402038806,3.86912440093566,0.968432761514303,1
"snR81",33.639246645343,-0.0797889894512991,0.227586279257769,-0.350587872482982,0.973005565610452,1
"YOR017W",314.670585270281,0.080842910129277,0.123914699437815,0.652407749008396,0.999642401597441,1
"YOL134C",2.70828737468826,-0.511809011090931,0.764518188219338,-0.669453021494493,0.586679320286989,1
"YOR002W",1108.43437925526,-0.0610772119515068,0.0437041609935856,-1.39751480323512,1,1
"YOR194C",1035.51025342865,0.267502840693296,0.0752614786935573,3.5543128481768,0.998996491623295,1
"YOR298C-A",3342.47090526833,-0.539426238566735,0.0908898404304567,-5.93494538016568,0.33222392905264,1
"YOL069W",228.432680762845,0.348807002229344,0.147764423099059,2.36056145934066,0.846894062038861,1
"YOR014W",1809.57787935607,-0.186287967785143,0.0525452384574727,-3.54528732295915,0.999999998816076,1
"YOR346W",554.031810279356,-0.218062623752266,0.145089324917686,-1.50295429299144,0.974004290506483,1
"YOR044W",200.318510973147,0.288448136333056,0.0939859142571602,3.06905708810596,0.987803716738811,1
"YOR275C",602.720119559836,-0.0231826537767299,0.100831283460869,-0.229915289987624,0.999998976984973,1
"YOR174W",444.402877542382,0.0587519748725436,0.0675125877115505,0.87023734186524,0.999999999968363,1
"YOR336W",496.56814138506,0.0852062046394431,0.124221945956323,0.685919094114029,0.999581033491717,1
"YOL094C",285.39153356218,-0.0149116003987992,0.0987187218660405,-0.151051392450502,0.999999644901247,1
"YOR122C",4290.21991675272,0.18901451744241,0.158094245444606,1.19558126173947,0.975420091123897,1
"YOR256C",843.298438692266,0.211263261637202,0.0735503799357189,2.8723612552626,0.999956761088056,1
"YOL137W",304.543785862792,0.0184461268851573,0.0937955821148113,0.196663067377504,0.999999874485207,1
"YOR350C",180.81892695904,-0.0221964465375852,0.160636649857252,-0.138177972195696,0.999107783866484,1
"YOR196C",703.531292589235,0.0916970105005982,0.072858870403492,1.25855657647148,0.999999989528525,1
"YOR380W",359.553700802477,0.464978326574734,0.137884126960799,3.37223969737233,0.600249714128332,1
"tA(UGC)O",0.770182153314673,0.792953853301984,1.25125656081629,0.633726030403134,0.558168982298289,1
"YOL097W-A",38.3941777221354,0.364545961054415,0.192115379289849,1.89753658661765,0.759618840808169,1
"YOR369C",27969.3395835283,-0.432662433668287,0.133447033789095,-3.24220345243555,0.693080603298562,1
"YOR296W",223.874600835619,-0.203778493137476,0.100942905345969,-2.01875002942555,0.998329814899618,1
"YOR260W",1162.05282590949,-0.559694127139019,0.0732674776579012,-7.6390527561537,0.207609863294796,1
"YOR373W",359.427677641092,0.193033674113771,0.103030503390879,1.87355848763969,0.998555806510745,1
"YOR163W",678.219577506855,-0.0499196867752252,0.0907937561851381,-0.549814093751487,0.999999643061977,1
"YOL042W",295.55906769166,-0.21218998725324,0.0915647690735406,-2.3173758793933,0.999164555100761,1
"YOR316C",1178.35705693798,0.364161227357116,0.0852326937287633,4.27255330584751,0.944502884849819,1
"YOR326W",2320.4281308299,-0.0607886534352531,0.0815253020184907,-0.7456415607202,0.999999964265625,1
"YOR293C-A",5.85500313797854,-0.887543452925965,0.602304883773424,-1.47357837672763,0.270590363609173,1
"YOL036W",714.112348577978,0.188569219091731,0.0900274984758922,2.09457357234275,0.999729194323315,1
"YOR332W",2090.98467209287,0.494223174579905,0.11652373080759,4.24139504592411,0.519770017510584,1
"YOR193W",202.92903820882,0.256374991750695,0.104612684085607,2.45070656576306,0.990065925578714,1
"YOR243C",1231.56840851302,-0.634972265236017,0.140335868684308,-4.5246612372808,0.168080003383116,1
"YOR070C",595.307436716904,0.414581252384737,0.0825216235299306,5.02391051763988,0.849690634024009,1
"YOL056W",441.150496197867,-0.362770185179433,0.0770348417388436,-4.70917025323766,0.962576380512734,1
"YOR098C",916.668182413973,-0.422685127369114,0.102482254213177,-4.12447140838522,0.774702083223653,1
"YOR213C",285.641984939138,-0.0138054385738908,0.106113425370311,-0.130100772128625,0.999998338034115,1
"YOR253W",511.181354568488,-0.27359499136768,0.104726220428022,-2.61247842469138,0.984686097754059,1
"YOL113W",1081.74584596996,0.0790599341522809,0.063623667583431,1.2426183078586,0.999999999981559,1
"YOR060C",205.886537841586,-0.266262677732247,0.107186943854297,-2.48409617960735,0.985395382124078,1
"YOR381W",316.079234032439,-0.2134093919794,0.0934289554536317,-2.28418899626159,0.998920607836162,1
"YOR113W",461.430218910143,0.0760755415483342,0.111492670775299,0.682336704460655,0.999928428784037,1
"YOL147C",415.589709896942,0.183677075077001,0.148213711317431,1.23927181530201,0.98359022168923,1
"YOR338W",56.4321761935508,0.287077143420208,0.15168505316559,1.89258689257151,0.919798506077687,1
"YOR188W",410.358477443544,-0.0298048388319085,0.118419276189698,-0.251689081295882,0.999967992484435,1
"YOL159C",235.863862116595,0.106534997623961,0.117067076307383,0.910033811250495,0.999611836898129,1
"YOR382W",6348.36821767121,0.253147903087695,0.26236465691027,0.96487044432312,0.82866366705918,1
"YOL071W",276.460401421937,0.0428475698252087,0.12652274037086,0.338655088402411,0.99985769453223,1
"YOR363C",405.582566437729,-0.13854272733505,0.0826133506815142,-1.67700167336332,0.999993936411068,1
"YOR069W",567.594539516229,0.048622878931695,0.147047372497189,0.330661324347191,0.999023672778436,1
"YOR075W",276.634567645655,0.323052884501045,0.0989083217925387,3.26618507569719,0.96319269627784,1
"YOR124C",1353.49288490661,0.11077163972287,0.102427768508421,1.08146102698473,0.999927661288885,1
"snR31",105.370451752263,-0.572805379931131,0.159275701818235,-3.59631364603759,0.323798554875811,1
"YOL025W",253.373902984969,0.331404392116969,0.102534918516586,3.23211250285786,0.949940299305598,1
"YOR057W",350.479963216025,0.0637820063305229,0.130151791574914,0.490058612015423,0.999605681068039,1
"YOR265W",316.824585265224,0.18187925327841,0.0780659951092675,2.32981406339389,0.999976995127031,1
"YOL127W",14001.0481782856,-0.393490901563906,0.119378360230736,-3.29616607903948,0.813856512631349,1
"YOL142W",491.32328296229,0.14281605731896,0.081311983602277,1.75639617916001,0.999994403939733,1
"YOR239W",1849.29971329769,-0.0813574057887405,0.074657541543456,-1.089741292129,0.999999989736844,1
"YOL091W",35.5566074687997,0.326145713558106,0.273015538988783,1.1946049472719,0.739109091436457,1
"YOR317W",1900.27081598158,-0.301071851240865,0.0631170343257754,-4.77005699740102,0.999188481732261,1
"YOR370C",1829.35007077934,-0.269150592810399,0.0666055087397523,-4.04096594865826,0.999735790382268,1
"tM(CAU)O1",0.0878743762385507,0.101641354179613,3.11653965008542,0.0326135283332034,0.974315349911877,1
"YOR211C",583.04027953277,-0.0702359276361443,0.166903160572933,-0.420818439836871,0.995304071006999,1
"YOR191W",794.225224149896,-0.154451708155187,0.114924238891565,-1.34394371148211,0.998679715871843,1
"YOL064C",1216.23598113577,0.150772601562002,0.139081954060249,1.08405581860526,0.993981050253507,1
"tT(AGU)O1",0.0629171166612933,0.101641354179613,3.11653965008542,0.0326135283332035,0.974315349911877,1
"YOL049W",1292.10781069007,-0.0281333827408478,0.0611797802819252,-0.459847724382225,0.999999999999994,1
"YOL043C",400.987023496467,0.44274407362566,0.0842250737637613,5.25667777825271,0.751683398648615,1
"YOR043W",1491.81962451064,0.0858227865587338,0.0643274488417743,1.33415498521994,0.9999999999397,1
"YOR331C",0.604161414886804,0.145924582947883,1.60534700112904,0.0908990908789526,0.930992697140747,1
"YOR309C",95.1237382596466,-0.330999071418356,0.376772019824738,-0.878512877820191,0.686828565184273,1
"YOR104W",244.232753585583,0.169043873063684,0.0959462997481713,1.76185922237096,0.999719071839248,1
"YOR300W",8.0810684813168,-0.108870001317779,0.389705565234418,-0.279364759013104,0.901326267735509,1
"YOR220W",1203.04049962437,0.166844249366193,0.118897796280354,1.40325771028408,0.997460939618593,1
"YOR378W",64.1781289524391,-0.267683849806249,0.197742348041106,-1.35370016821386,0.880022918068387,1
"YOL059W",3155.72283977083,-0.027097856005047,0.158539924487669,-0.170921337906621,0.999014716474814,1
"YOR386W",322.805533185381,-0.233144155686802,0.133258593320093,-1.74956188473925,0.977386748931717,1
"YOL027C",1003.65618751617,-0.0566994822175731,0.0637375589489209,-0.889577246957511,0.999999999998238,1
"snR62",30.2448990011212,0.378535245508574,0.200258429328983,1.89023376832103,0.727927642739745,1
"snR17a",63.0240996351689,-0.282747174762718,1.02463324106632,-0.2759496407402,0.806412864018441,1
"YOR375C",7444.37033982979,0.546556981591968,0.137245305825218,3.98233643260637,0.367220275867014,1
"snR35",48.8937919892733,-0.303093600365915,0.284446517457588,-1.06555567308398,0.757984142670159,1
"YOL026C",704.175134732613,0.52017874630567,0.174943224485972,2.97341464828998,0.454086019554919,1
"YOL012C",957.84350884479,0.00971021900349802,0.0752466644162475,0.129045175342036,0.99999999997011,1
"YOR026W",272.409857742036,0.0564549405470106,0.081153188212402,0.695658935780209,0.999999976927033,1
"YOR250C",417.288467257788,0.169861655075272,0.0704979215599914,2.40945621255976,0.999998586132557,1
"YOL013C",917.335443140814,0.232784283957757,0.0714929173512077,3.25604678872186,0.999907126965498,1
"tG(GCC)O2",0.517121958554471,0.747143398286286,1.57175929171445,0.475354847415163,0.65127996410141,1
"YOL082W",1052.85340896263,0.609915656319217,0.113995969881508,5.35032648042898,0.16747120050061,1
"snR36",16.3550372617854,0.312240646808221,0.343463242706636,0.909094796717204,0.716714141801599,1
"YOR035C",726.816344344919,-0.252209890629553,0.110329512746685,-2.28596940520008,0.987645099858988,1
"YOR007C",4082.4788089158,-0.175923357149635,0.0670444793284415,-2.62397976554954,0.999999330095477,1
"YOR325W",0.388047082968852,-1.3857866556037,1.80287497509836,-0.768653775078382,0.459383586252468,1
"YOL085W-A",11.1092073421099,0.668358987376328,0.415446468457376,1.60877282182241,0.345106942218581,1
"YOL160W",9.3322157446307,0.769777366473003,0.365600335292991,2.10551602983653,0.230544092267309,1
"YOR361C",2539.89683544363,-0.577463008270337,0.115246067132359,-5.01069600585262,0.250743098165718,1
"YOR010C",204.593328381878,0.282012287473832,0.132559581773792,2.12743796940364,0.949958443980094,1
"YOR384W",577.811876473547,-0.0592515701078669,0.0896467169920719,-0.660945231414408,0.999999559703729,1
"YOR234C",2887.27927923515,-0.41908024663813,0.131938222939382,-3.17633690451228,0.730166117215112,1
"YOR283W",564.143451362025,-0.27727937062932,0.0782834788968479,-3.54199090966159,0.997779796774943,1
"YOR020W-A",414.474691781857,0.539460221066728,0.128248402522502,4.20636990758678,0.379160687001682,1
"YOL045W",784.946613266848,-0.052446417193019,0.122820649332036,-0.427016283322474,0.999869192527288,1
"YOR102W",21.2593327705568,0.62786336632224,0.334582067127841,1.87656012682335,0.351546448398096,1
"YOL128C",62.6469069819783,-0.224266823077481,0.175216469892091,-1.27994145308142,0.942236160684112,1
"YOR360C",397.369001874143,-0.248586634946651,0.0948606718983875,-2.62054474179701,0.995979501436223,1
"YOL097C",2370.21038755775,-0.584776351308172,0.10342516898304,-5.65410099938119,0.206197047593719,1
"YOR164C",620.86433888806,-0.089369790643953,0.104972531055169,-0.85136358765117,0.999954202055758,1
"YOR175C",1337.04333349733,-0.220776340621347,0.115152398945685,-1.91725350615997,0.992341977818934,1
"YOR086C",2777.04052954878,0.245909162596771,0.089551667901185,2.74600315505142,0.997725626583658,1
"YOR242C",27.958576900281,0.0265015878673697,0.329590866505879,0.0804075311561977,0.979671529881789,1
"YOR155C",988.398965198099,0.0988629592554578,0.0748482153992736,1.32084591099573,0.999999958236754,1
"YOL019W-A",0.272811855857777,1.30126679009321,2.81423035744041,0.462388157619314,0.648997345551488,1
"YOL030W",3110.62699101289,0.210175842406234,0.123003377508867,1.70869976632213,0.99076924405701,1
"YOR323C",1876.97511191786,-0.00489603847531616,0.0921933222800907,-0.0531062158758267,0.99999998238473,1
"YOL017W",165.96070726328,0.473937710448006,0.118393277004601,4.00307958727747,0.587116285951312,1
"YOR233W",429.983686530413,-0.0454940542899946,0.116455171698871,-0.390657225663047,0.999953870384379,1
"YOL037C",2.13762382281649,-0.585786747421786,0.815225790013863,-0.718557673956592,0.549545433145365,1
"YOR083W",204.44559612033,-0.260336865914802,0.175994202899453,-1.47923546131536,0.913372111124248,1
"YOR118W",581.963212701701,-0.324921911990915,0.103662427245896,-3.1344231523749,0.9543831195063,1
"YOL125W",380.202606976127,-0.371310261911556,0.155936046090146,-2.3811701734242,0.795391574738364,1
"YOL004W",2332.25021512044,0.0618171895130852,0.0835778258429749,0.739636247887408,0.999999920935038,1
"YOR177C",52.5088016313134,0.353647769476869,0.186599625196254,1.89522229267569,0.783573705041836,1
"YOR166C",264.132442383627,-0.105262032941554,0.0858435462719992,-1.22620788064866,0.999997870666336,1
"YOR006C",422.331616594453,-0.19055308435554,0.113048895921706,-1.68558111781571,0.996902559622967,1
"YOR324C",348.921689118584,0.36155682428484,0.111404446395405,3.24544339102567,0.893012237735115,1
"YOR033C",596.429354425094,0.288015077372103,0.0820966295173484,3.50824484592562,0.995090500959488,1
"YOL033W",227.497874401543,0.0256037391056254,0.084086643979795,0.30449234139702,0.999999991787991,1
"YOL070C",959.228800973847,0.490107410906266,0.0785886478236967,6.23636395940744,0.550085787882847,1
"YOR116C",1105.3587438979,-0.618993965595627,0.12216548971598,-5.06684798656898,0.165018558864309,1
"YOL067C",245.226866293053,-0.465610530082174,0.180519350340702,-2.57928321370206,0.57554253081503,1
"YOR304C-A",115.730836496247,0.213369854275763,0.106682286456822,2.00004950552049,0.996392606512068,1
"YOR192C",57.0831336205335,-0.63864697031672,0.171826419669496,-3.71681474563192,0.209861659973398,1
"YOR078W",408.471328521172,-0.0571597106746699,0.143694669259233,-0.397785881475885,0.999024076707094,1
"YOR134W",238.361580648697,0.367028870658223,0.143343529484349,2.5604843970184,0.823202717156348,1
"YOR131C",581.902749746557,0.194533788139792,0.0825276165695564,2.35719624806848,0.999892785698524,1
"YOR368W",231.145211110081,0.174188775564653,0.098226382507026,1.77334002453153,0.999544957645856,1
"YOL111C",805.002137078898,0.18926513489012,0.0831362768933483,2.27656496011867,0.999907128349134,1
"YOR226C",499.131561549179,0.517192879956957,0.186438703444248,2.77406391700003,0.463262707942912,1
"YOR334W",128.925363569473,0.0170173990436943,0.129007143146443,0.131910517732936,0.99994004787443,1
"YOR241W",819.621189806332,-0.15276097601759,0.0758849939281386,-2.01305907940444,0.99999762864921,1
"YOR245C",476.68237797255,0.244500868178059,0.0840497825288863,2.90900060442189,0.99881653870823,1
"YOL009C",222.587668287078,0.342212643995784,0.104268223714902,3.28204156360704,0.934896136689809,1
"YOR358W",519.464092061756,0.419023522829149,0.163547965027752,2.56208337876932,0.689743614709477,1
"YOR170W",22.5994666150136,0.648598771844248,0.385049843454379,1.68445405931218,0.351204885075106,1
"YOR267C",2093.38223587952,-0.0487625228562041,0.0846778607072688,-0.575859173211473,0.999999950633364,1
"YOR081C",494.137181980073,0.0031373679582455,0.0768372076570546,0.0408313635270093,0.999999999978966,1
"YOL145C",1273.95729546337,-0.18673515415809,0.162559502498176,-1.14871878474275,0.973027019630581,1
"YOR322C",1160.0527262885,0.150324456491678,0.089290073999309,1.68355170691024,0.999955017497568,1
"YOL044W",205.214057872547,0.0489911974811073,0.116095814739707,0.421989350700955,0.999949921905203,1
"YOR054C",611.078046974743,0.290544445829238,0.0963837623890535,3.01445428802057,0.985115165530593,1
"YOL031C",542.750986562997,0.272241138440103,0.0821930393396697,3.3122164678087,0.99720598219596,1
"YOR034C-A",57.3488286978158,0.0983881761121738,0.216992743424106,0.453416895697184,0.970812384292335,1
"YOR261C",1838.65750049618,0.0544410132467417,0.0867809161137415,0.627338540369721,0.99999985848312,1
"YOR293W",9272.41275489591,-0.467859723009378,0.174898403884966,-2.67503712222039,0.572901269477837,1
"YOR062C",660.627739208654,0.193512385623487,0.150460274854486,1.28613606355989,0.979177010888858,1
"YOR339C",31.5439033069944,-0.0337413595809543,0.244260299148805,-0.138136896165835,0.986299433490368,1
"YOR067C",714.936245657993,0.0826673310825989,0.0713331174220647,1.15889132663966,0.999999997549154,1
"YOR312C",7721.67785411238,-0.366649820028469,0.081502659863533,-4.49862397917299,0.949095391493815,1
"YOR094W",182.922653355706,-0.138001444629601,0.136043929996214,-1.01438884214416,0.996104700499683,1
"YOL135C",259.512422395392,0.398085736163947,0.106573128833345,3.7353293510455,0.830535817956869,1
"YOL105C",895.732475587998,0.588455411569587,0.117303024541441,5.01654082552405,0.225401752780326,1
"YOR329W-A",7.33735599427614,-0.746646490959571,0.417073556830737,-1.79020337955059,0.27853421279435,1
"YOR197W",2160.63639429256,-0.209104524628567,0.17006509808363,-1.22955578178504,0.956428054337077,1
"YOR262W",521.488653827519,0.247705765524299,0.0779102988471022,3.17937126656923,0.999398705852407,1
"YOR167C",6018.0508478458,-0.267288171514983,0.0797037149742232,-3.35352212379844,0.998248220434325,1
"YOL015W",139.350239986532,-0.143901542576731,0.150621701294591,-0.95538386128891,0.990974809493049,1
"YOR105W",9.26396683971814,0.306762040839211,0.468537652122807,0.654722282082053,0.702533379504901,1
"YOR210W",591.413403997056,-0.347982450095063,0.109191193280603,-3.18690949004291,0.918071255863901,1
"YOR364W",1.05382221416669,-0.162321844251592,1.04598866330178,-0.155185089424587,0.889889550248886,1
"YOL087C",1877.22361798838,0.0250429380107761,0.057625560928206,0.434580377308194,1,1
"YOR127W",1114.24909214569,0.579110654292965,0.134960983907776,4.2909486691998,0.278879210045742,1
"YOR184W",1808.45912865996,-0.265317208236997,0.138190176888715,-1.91994260525955,0.955270625326161,1
"YOR150W",442.923604710763,0.0620712015346596,0.107778063164028,0.575916839776507,0.99997589439329,1
"YOR179C",261.400059389936,-0.114179531946084,0.111881322065244,-1.0205414973511,0.999718144225315,1
"YOR354C",584.397859821588,-0.207134436326613,0.07871983122717,-2.63128659065418,0.999900527760793,1
"YOR217W",548.681919678806,-0.442715792856027,0.114128157079535,-3.87911102908201,0.692141191614682,1
"YOR298W",120.857043455934,-0.343132679829385,0.239904862357936,-1.43028647463357,0.743623531866165,1
"YOL006C",646.461403451527,0.407825494573908,0.159490181901339,2.55705705336889,0.718345045633804,1
"YOR259C",2295.51415046581,-0.0403686116574916,0.0626803937689129,-0.644038896856978,0.999999999999887,1
"YOR320C",645.255444581678,0.192494512917592,0.0848924322142585,2.26751087107221,0.999853999937279,1
"YOL007C",544.026491286393,-0.589864393809017,0.114081998871773,-5.17052996653765,0.215430965881583,1
"YOR307C",339.040413131439,-0.373906121731154,0.0853815339359326,-4.37923874747578,0.930139185624969,1
"YOL051W",1109.78721700228,-0.0766409284663515,0.107418162518182,-0.713482028268536,0.999959506376615,1
"YOR079C",697.711074169595,0.0609702053812071,0.100120205514835,0.60897003824241,0.999994211963407,1
"YOL022C",644.92031216999,-0.470096806334546,0.098783363456483,-4.75886616820491,0.618946420180259,1
"YOR278W",217.250104722659,0.224747415537517,0.137524187076641,1.63423918595692,0.977329988757699,1
"YOR024W",3.8540938983249,0.608648484378677,0.651196848072926,0.934661287412307,0.478079153285705,1
"YOL148C",536.1291636119,0.149945882061262,0.0919353349026882,1.63099293889533,0.999929842506304,1
"YOL078W",275.06133515155,-0.118870064977774,0.103130036698229,-1.15262312303449,0.999890327688444,1
"tP(UGG)O3",1.19241991934311,-1.31114416561113,1.1564496593509,-1.13376674463033,0.30018364710411,1
"YOR089C",1465.3154702871,0.0295787626817898,0.0737420496081334,0.401111209126569,0.999999999911384,1
"YOL098C",1238.70473066605,-0.384289820796802,0.0847975410818412,-4.5318509934847,0.913802169044549,1
"YOR171C",577.101246211975,-0.271210789382181,0.0717316903740663,-3.78090615135195,0.999287438129682,1
"YOL089C",318.890455725095,-0.111129863816572,0.124467952683775,-0.892839172014905,0.999109188500376,1
"YOL150C",0.520901769131999,-0.150498558843707,1.58078083911143,-0.0952052018344954,0.927841739517091,1
"YOL146W",171.387025100713,0.458321833674686,0.0902418352080839,5.0788177414374,0.677905453585239,1
"YOR224C",1086.27818269021,-0.305582440853605,0.0783193361006465,-3.9017496325672,0.993474413382024,1
"YOR286W",562.66646435387,-0.244401587038068,0.0900925811694162,-2.71278260502359,0.997723475324981,1
"YOR046C",1388.5708471747,-0.31237015691359,0.0915557101984466,-3.4118042035448,0.979786127831263,1
"tG(CCC)O",0.978827700432777,-0.141659416202452,1.07375833822627,-0.131928583145122,0.90576586558482,1
"YOR228C",277.656369302759,0.224526965182273,0.106993796200234,2.09850452228167,0.994983119218883,1
"YOL112W",602.359248267893,0.530814235530804,0.0794827074278835,6.67836127767067,0.349124662119916,1
"YOR141C",731.332976919569,0.207642465305854,0.0605833888835554,3.42738280463237,0.999999302453983,1
"YOL131W",14.5197282184714,-0.175272648997656,0.288108365317044,-0.608356681364598,0.879694024444967,1
"YOR172W",522.26351306167,-0.0377930275392582,0.0844828593538278,-0.447345506867552,0.999999977723899,1
"YOR149C",271.131050468643,-0.291632461048385,0.118285711492443,-2.465491878679,0.960928281489399,1
"YOL164W",523.737101749161,0.42441231311092,0.0869506734996238,4.88106987593093,0.80766307957333,1
"YOR011W",438.493575658558,0.309593763170962,0.107068827069876,2.89153969127645,0.96232710297933,1
"YOR071C",399.926816824297,-0.0144437124146877,0.0806594832827879,-0.179070232374894,0.999999999216718,1
"YOR022C",253.367338120324,-0.0153786449315872,0.114564802013634,-0.134235338090639,0.999991741466025,1
"YOR125C",531.651325537343,-0.0931648213867653,0.106080447120861,-0.878246876925576,0.999937269212017,1
"YOR263C",3.80441181679049,0.829031584664106,0.630484749731164,1.31491139955027,0.318397714081525,1
"YOL075C",316.888209709962,-0.0837043407608279,0.0714580777013218,-1.17137688912781,0.999999997156872,1
"YOR073W-A",0.40484117899119,1.18052130785371,1.55025579519358,0.761500980363244,0.469516450350698,1
"YOR246C",1565.81350588293,0.101857915577465,0.128222084327749,0.794386677704485,0.999050259131768,1
"YOR042W",1782.20292095787,0.332802269518889,0.108409727014479,3.06985617143413,0.938496742337822,1
"YOR236W",263.408152939482,-0.0541408551742326,0.0827173547535058,-0.654528367542338,0.99999996481149,1
"YOR183W",4.59488135932217,-0.93491096679478,0.577742379637226,-1.61821427637319,0.23229421621369,1
"YOR176W",1013.19948814337,-0.0927933439417923,0.0606372814698129,-1.53030184883845,0.999999999990626,1
"YOR238W",294.741044065943,0.27037153888253,0.091951914434796,2.94035790928805,0.993742261947662,1
"YOR367W",287.432865714701,0.423958612460076,0.140132387217148,3.02541490143254,0.706311028244947,1
"YOR297C",172.325047245885,-0.19163358736286,0.132576623964232,-1.4454553271364,0.989989444485908,1
"YOR063W",42012.3133067819,-0.49621767170275,0.100715824465142,-4.92690869918353,0.514978540617683,1
"YOR189W",366.010691777717,0.195625985333902,0.0765884118646465,2.55425044822222,0.99996468482332,1
"YOL129W",1772.18197483737,0.37735205230924,0.0905432028684982,4.1676463870766,0.912224182684208,1
"YOR280C",284.350698935334,0.18689052057979,0.0931852380733034,2.0055807598278,0.999610394790479,1
"YOR037W",255.804451631998,-0.172376148221376,0.121377705914794,-1.42016317512527,0.996524794375121,1
"YOR090C",754.789505418666,-0.175399397836891,0.0638210583957273,-2.74829973438098,0.99999981725409,1
"YOR313C",12.9575957314246,0.456993998523363,0.303619484828537,1.50515372483897,0.557130470122162,1
"YOL032W",347.921267727917,-0.143653004741485,0.113774863625803,-1.2626075757291,0.999132015441184,1
"YOR158W",495.367051323904,-0.181885777376156,0.157067064804938,-1.15801347406626,0.978590852460045,1
"YOR162C",403.123680969308,0.360192834681502,0.0876389646117932,4.10996223286089,0.944673240893509,1
"YOL092W",958.057061604583,-0.175928875772966,0.088691187071759,-1.98361169335375,0.999870870144731,1
"YOR232W",1187.00535877433,-0.494661328249413,0.0888355186785822,-5.5682832228307,0.523960467803073,1
"YOR219C",934.391000593214,-0.158778248572747,0.0875824107334988,-1.8129010978687,0.999951104370638,1
"YOR182C",2881.52683781723,-0.383139975300275,0.0812187241669767,-4.71738480541238,0.924900806033513,1
"YOL099C",4.12937440212721,-0.0691830880041508,0.70222884415988,-0.0985192912246703,0.939042428591773,1
"YOR288C",245.310206882481,0.230186015668674,0.116337641750221,1.97860307468573,0.989808770696306,1
"YOR110W",604.878080401812,0.0131088309433004,0.0888231352767144,0.147583519794273,0.999999982730782,1
"YOR040W",230.668248923734,-0.0643085338924704,0.09909798573697,-0.648938860000251,0.99999450750329,1
"YOL021C",1128.65959219474,-0.420705939060188,0.109313170752407,-3.8486299149906,0.765891857665865,1
"YOR282W",2.30852762439312,0.508226298195438,0.737051266216481,0.68953995670386,0.581216204380066,1
"YOL077W-A",334.831997106512,0.0830455510782798,0.139019051129286,0.597368133386613,0.998660528228526,1
"YOR319W",160.505230441918,-0.263396649508244,0.118923798845602,-2.21483548343601,0.976679043376748,1
"YOR030W",314.839234547093,-0.117765481767874,0.11057113713608,-1.06506530382282,0.999726808341611,1
"YOR291W",885.010719161938,0.134745265013528,0.0591288574234837,2.27884100733549,0.999999999673896,1
"YOR390W",26.1196249155528,-0.174133869761053,0.229869379134583,-0.757533997858416,0.92352854332599,1
"YOR123C",1580.51963243731,0.103122594069924,0.0850924181600174,1.21188933514617,0.999998449957862,1
"YOR013W",52.5415746301,-0.0274691577283467,0.182110000781353,-0.15083827143204,0.99715424685537,1
"YOR249C",308.521788270449,0.122867281393252,0.121514770353907,1.01113042501258,0.999044226128386,1
"YOR362C",3761.09410935847,0.160365763943225,0.139471661125424,1.14980894791961,0.992558261287263,1
"YOL058W",695.61955591195,0.393763813377062,0.160484783534797,2.45358970928035,0.746004937351604,1
"YOR143C",197.416508482251,-0.257526232324947,0.129616533680573,-1.98683165651996,0.969306728321525,1
