"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YLL052C",72.8951777680868,-2.51219804746132,0.176973689156816,-14.1953194253371,2.94800471565836e-30,3.72672294243604e-28
"YER037W",399.035551478156,-1.85047342026194,0.11921505632786,-15.5221452496139,4.76546132091096e-30,5.91270200927842e-28
"YGL028C",828.316244192916,-1.67463572571974,0.103876117079272,-16.1214701974445,5.98642734667921e-30,7.29255694959104e-28
"YMR045C",90.1386112847063,-2.44818893528065,0.172709219694509,-14.1752069728012,8.22162524602541e-30,9.83658734792326e-28
"YDR277C",1171.01830237694,-1.82051246895418,0.117522777645253,-15.4907202282903,1.35355058477476e-29,1.59101559964753e-27
"YOR376W",48.1513832948407,4.29813571310366,0.338157401351082,12.7104587861475,1.42217742061735e-29,1.6428601238166e-27
"YDR342C",1557.97543834038,-2.83403701070696,0.208192427936399,-13.6125844671581,1.80131992105143e-29,2.04556669000756e-27
"YJR150C",62.4439704533504,-2.88107501710414,0.21494515481913,-13.4037681357762,8.05729701736494e-29,8.99731500272418e-27
"YMR122C",226.062805121837,2.62875257690216,0.192777378974132,13.636208723716,1.19096860645454e-28,1.30811305954843e-26
"YOL158C",1810.59583183711,-1.75810561916238,0.114460790827844,-15.3598940427267,2.09744683608023e-28,2.26659577447379e-26
"YGR051C",242.508269356935,2.55796375944187,0.187497650781876,13.6426443146088,2.4940976535161e-28,2.65245306008855e-26
"YNL160W",1098.11752420882,-2.39629329149469,0.176905733468919,-13.5455942806721,4.13443036165975e-27,4.32823178486255e-25
"YOR178C",634.594617911225,-1.62534555833876,0.107896456024049,-15.0639383185718,9.05719607413246e-26,9.19442631767992e-24
"YLR312C",206.755733746297,1.57263831656783,0.102840870163,15.291958479885,9.03697563684277e-26,9.19442631767992e-24
"YCR018C",196.628457974865,-1.633963900197,0.108850237570604,-15.0111192833838,1.02987657867066e-25,1.02987657867066e-23
"YJR147W",436.802192955754,-1.35283752765326,0.0821987985603315,-16.4581180181158,1.60594148998889e-25,1.58232470337141e-23
"YLR111W",66.6779728961468,3.1342378472042,0.257646977600506,12.1648539268486,7.72379622488407e-25,7.49991807343816e-23
"YOR306C",878.171169107262,-1.33674440639792,0.0821346672249512,-16.2750328401141,1.12779633773425e-24,1.07946220897421e-22
"YOR100C",92.6565181130033,2.03303247454736,0.150857264927848,13.4765301195121,1.46293125230385e-24,1.38051259020223e-22
"YMR015C",502.903552544488,-1.36831273147413,0.0861974037534586,-15.8741756931307,3.61646023132373e-24,3.36531715970402e-22
"YMR006C",1267.17929895382,-1.77365281855082,0.127313399666026,-13.9313915361897,7.31259026888147e-24,6.71155545226108e-22
"YBL044W",75.3021882583461,3.11373175196193,0.262907441806539,11.8434523213427,1.37133748424143e-23,1.24161637086724e-21
"YKL037W",204.811765322688,1.71632986700487,0.123839030576016,13.8593612936216,4.53267031638881e-23,4.04918548264067e-21
"YDR399W",1654.58907808928,-1.82747336902193,0.137160181789631,-13.3236435325291,1.86485527606206e-22,1.64401715126524e-20
"YIL011W",333.399129944948,-1.59571497188155,0.113490275075207,-14.0603674704649,2.34757431203233e-22,2.04269453124891e-20
"YLR227W-B",46.9479889093968,-3.11533048639717,0.272205716955247,-11.4447650888587,3.70149894140454e-22,3.17949268043723e-20
"YHR214C-B",28.8743581747802,-3.38873989093309,0.302032773525843,-11.2197754282554,5.64674929507431e-22,4.78901522493644e-20
"YJL077C",273.766167243276,1.98485067422374,0.1554480515495,12.7685786630249,6.35651369707633e-22,5.32358022130142e-20
"YIL056W",1063.59955277173,-1.39961900888806,0.0951689960080952,-14.7066698987663,1.64851468460809e-21,1.36358622060175e-19
"YGR155W",4692.05688474815,-1.07918055195281,0.0618884718126138,-17.4375052468634,4.04551097295104e-21,3.30547847789902e-19
"YMR173W",266.91368288676,-2.05602675824525,0.166302687352627,-12.3631601567909,4.11741784592682e-21,3.32369874309756e-19
"YPR009W",392.693999188381,-1.32918092460318,0.0895720050780526,-14.8392449565568,1.04986942981533e-20,8.37395854733658e-19
"YLR258W",3288.60738302704,-2.05570476808808,0.16931074726045,-12.1416082638026,1.99255565697686e-20,1.55233987229593e-18
"YIL119C",266.562569297073,-2.25541581129233,0.191019760066735,-11.8072382171581,1.96954646266691e-20,1.55233987229593e-18
"YBL005W",523.663396638246,-1.2069836851886,0.0777960559428763,-15.5147156312764,5.05992244849649e-20,3.89672188562373e-18
"YPR124W",1799.60148250539,-1.19854134329859,0.0772169465617942,-15.5217396784712,7.38275452457601e-20,5.62096083121128e-18
"YJR078W",107.171834696242,1.94999772659541,0.160372333709004,12.1591903135468,7.73067192968689e-20,5.81971931785417e-18
"YDR010C",47.1847948076627,2.27927210487268,0.19696754501595,11.571815573414,8.32656012498529e-20,6.19866142637794e-18
"YAR009C",30.1982136616218,-2.82454183363502,0.258472845543226,-10.9278087905085,1.19882151484523e-19,8.82648807633303e-18
"YGR067C",171.848907801384,1.57554028610265,0.119757250077675,13.1561161022047,1.34154113740391e-19,9.7699191528328e-18
"YDL241W",210.741126164235,-1.78655343359956,0.148200095125026,-12.05500868331,1.95821725503706e-18,1.41075866760735e-16
"YNR067C",865.462063366827,-1.50231011715477,0.115959427087496,-12.9554806787828,2.72278956984708e-18,1.94071171467824e-16
"YOR108W",795.685354165408,-1.34452580741543,0.0980539383629774,-13.7121040711108,3.56269919317782e-18,2.51264048360962e-16
"YAL061W",1407.03489981448,-2.04830060873963,0.180054555501585,-11.3759999186557,4.01845036862161e-18,2.80454348643383e-16
"YPL057C",1245.15984322749,-1.14464391225282,0.0755066233680933,-15.1595166250873,6.85304502880633e-18,4.73354656628891e-16
"YBR093C",1054.93781160799,-2.06241513945596,0.183106809365342,-11.2634540823709,7.14191832468889e-18,4.88274007912404e-16
"YPL134C",605.076229016484,1.50979163186445,0.118870921481619,12.7011014388234,9.90872829071369e-18,6.70590702502845e-16
"YKL182W",6796.66566500991,-1.20274204677742,0.0829257957405854,-14.5038348566461,1.18199941929277e-17,7.91939610926157e-16
