"","SNF2_06","SNF2_15","SNF2_31","SNF2_33","SNF2_42","SNF2_44","WT_22","WT_18","WT_20","WT_39","WT_42","WT_45","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YLL052C",12.1516588059736,23.1536812600689,23.1541030409177,29.2348237130215,26.79510635292,18.2086989459814,82.0121477896436,116.054995227519,117.040619131864,131.65277257336,130.903551782239,160.667253850143,72.5857843728042,-2.48339332403402,0.238765734507426,-10.400961968673,4.91342423123808e-17,5.83469127459522e-15
"YOR306C",584.709229605082,431.099493937474,551.06765237384,568.172443466113,496.29196984104,516.177030990428,1243.2765933825,1322.80159608842,1409.23231954717,1169.46877764634,1285.57167363501,1434.89531497016,917.730341290297,-1.31881373206983,0.0994565971069265,-13.2601935963279,9.13864435035943e-17,1.0661751742086e-14
"YDR010C",66.4767217032673,78.2814937840426,92.6164121636706,71.8159799906832,81.5503236828,83.918351664088,17.2294428129503,18.0279604236922,17.3979298709527,14.0056141035489,22.2289050196255,14.5284218907044,48.1731297591688,2.19641488554018,0.208872167320951,10.5155938855424,2.29687842117557e-16,2.63348991393406e-14
"YHR092C",1135.82269662894,2552.41771985998,2505.27394902729,2643.2093874447,2350.97933131272,2765.34719210056,7488.60502422074,12755.9087472887,19343.3347565229,13802.5326990475,16346.889763599,10493.7936703505,7848.67624478363,-2.52357489569067,0.250213817756143,-10.0856735983707,3.04802514817501e-16,3.43548597209556e-14
"YPR009W",205.863396242376,243.664931355964,194.494465543708,251.038160144423,224.84589243972,251.755054992264,639.556917216717,611.823906879056,632.651995307372,557.423441321247,560.662382161665,512.767831436626,407.212364586761,-1.35445168013989,0.10724153262957,-12.6299172244991,8.0929112644352e-16,8.96964331808234e-14
"YGR177C",94.3540566110891,91.5121687897963,125.032156420955,94.6954072443521,93.2003699232,112.418923927363,394.898829272822,298.588094517403,254.642428111217,319.328001560916,314.909487778028,420.469621778033,217.837462161264,-1.72075253281968,0.156333958650481,-11.0069018124642,2.89086822623415e-15,3.15152027941919e-13
"YBL005W",355.972122669109,298.792743879937,297.530224075792,331.116155532265,351.83139646008,334.881724093483,864.228851497589,765.06157048044,662.702965084472,777.311582746966,763.192405673808,817.010078089023,551.63598502358,-1.23976950817113,0.0949922666511373,-13.0512677702937,3.41250071471242e-15,3.66018221819962e-13
"YOR348C",208.007806619901,557.893462742613,730.511950940952,438.522355695322,464.83684499196,456.800838775272,53.7558615764051,76.618831800692,96.4794292843742,79.8320003902289,92.6204375817728,99.1351140777476,279.584577873103,2.52216400732412,0.263003635136527,9.58984466513115,7.43011934187244e-15,7.84290374975424e-13
"YOL104C",10.0072484284488,13.2306750057537,15.0501669765965,12.710792918705,18.64007398464,14.2502861316376,95.1065243274859,69.8583466418075,74.3366094486162,61.6247020556153,48.1626275425219,75.2059486107051,42.3486668393778,-2.37765434315424,0.245655427220429,-9.67881870169615,1.05740750847675e-14,1.09871248927662e-12
"YIL169C",723.381100685016,476.304300207132,393.6197516956,268.83327023061,342.51135946776,274.713849315458,1278.42465672092,2048.42700314203,2948.15829813235,2894.96043520356,2440.23979548777,2896.28363456454,1415.48812123773,-2.54816436414849,0.270797994597443,-9.40983469222689,1.96273576418779e-14,2.00802966643827e-12
"YCR025C",55.7546698156436,135.614418808975,195.652170695754,145.538578919172,168.9256704858,176.545211519732,23.4320422256125,28.1686881620191,20.5611898474896,15.4061755139038,20.9939658518685,23.0745524146481,84.1389445217183,2.72304300704736,0.294141609228152,9.25759199520534,2.05081402561655e-14,2.06635049550758e-12
"YFR055W",213.7262342933,366.048675159185,459.608945362215,426.447102422552,378.626502813,391.882868620034,920.052246211548,1561.67207170234,1765.09906690757,1456.58386676909,1612.8305530906,1549.413463991,925.165966445203,-1.98743644690626,0.199403440258069,-9.9669115253684,4.34480583213933e-14,4.31238190801889e-12
"YGL028C",607.58294029868,501.66309396816,457.293535058124,384.501485790826,399.59658604572,380.007630177002,1329.42380744725,1336.32256640619,1279.53866050916,1373.95074355815,1118.85488598782,1553.68652925298,893.535205375004,-1.54949505042245,0.140868755740531,-10.9995651077979,4.66128445660212e-14,4.55846200535355e-12
"YDR011W",1309.51993720845,1090.4281317242,1048.88086775357,1051.1825743769,1055.49418938024,1007.81190253192,2272.21891817189,2493.49227610193,2579.63851086581,3099.44240111538,2600.78188729618,2794.58468132961,1866.95635648801,-1.27006646997347,0.103412896743002,-12.2815094632712,4.79163228171834e-14,4.6180224164387e-12
"YDL227C",39.3141902546205,34.1792437648637,43.9927957777435,53.3853302585609,40.7751618414,43.5425409577815,209.510024605476,119.435237806961,129.693659038011,176.470737704716,163.01197014392,225.617845832115,106.577394832181,-2.00358926413211,0.202652580990266,-9.88681838810803,5.87631714205586e-14,5.58250128495307e-12
"YMR015C",212.29662737495,332.971987644801,313.738096204434,276.459745981833,294.74616988212,264.421975998164,751.203706644635,663.654293097171,705.406974767719,766.107091464126,753.312892331752,862.304569865925,516.385344271469,-1.4155581721762,0.123722102726338,-11.4414331876276,6.80317148473448e-14,6.37198455964568e-12
"YDL241W",120.801784600561,83.79427503644,101.878053380038,107.406200163057,96.69538379532,99.7520029214631,352.169811096705,315.489307414614,490.305296363213,310.924633098786,258.102286061207,307.660698861975,220.414977732782,-1.72897029307286,0.168128684283849,-10.2836128197724,1.33869441352931e-13,1.23643303471804e-11
"YHR095W",40.7437971729703,26.4613500115074,49.781321537973,32.4125219426977,30.29012022504,55.4177794008128,3.44588856259007,2.25349505296153,1.58162998826843,0,4.93975667102788,4.27306526197188,20.9667271523184,3.73281441598039,0.442821303743632,8.42961796197021,1.43356191501391e-13,1.30591599107431e-11
"YDR089W",167.264009446931,216.101025093977,175.971183110974,186.848655904963,200.38079533488,216.921022226039,496.897130725488,674.921768361978,991.682002644305,612.045336325088,571.776834671477,557.207710161133,422.334789500603,-1.74446577973027,0.173865636464328,-10.0334132448777,4.10420683896428e-13,3.6882399296098e-11
"YBR296C",103.646501580363,160.973212570003,134.293797637322,118.210374143956,142.13056413288,122.710797244657,419.70922692347,964.495882667535,2119.3841842797,680.672845432478,1078.10189345184,505.076313965076,545.783799502439,-2.88307204523777,0.333041359473705,-8.65679881259733,4.16891743699586e-13,3.69644012746967e-11
"YCR018C",90.7800393152145,99.2300625431526,94.9318224677624,109.312819100863,92.03536529916,119.544066993182,512.059040400884,303.095084623326,284.693397888317,291.316773353818,305.029974435972,317.061442438313,218.25749073833,-1.73500379940575,0.176073567280981,-9.85385726090845,1.15687820263616e-12,1.01226842730664e-10
"YPL057C",913.518820825544,895.275675389332,739.773592157319,774.722828395069,772.39806573852,802.766118748918,1716.05250416985,1965.04768618245,1689.18082747068,1815.12758781994,1627.64982310369,1672.47774353579,1281.99927279476,-1.0972365992464,0.0872185386570001,-12.5803139578095,3.75528049288863e-12,3.24319678931291e-10
"YLR346C",24.3033176119472,25.3587937610279,27.7849236491012,21.6083479617985,23.3000924808,40.3758107063065,109.579256290364,92.3932971714228,123.367139084937,93.8376144937778,114.849342601398,77.7697877678882,64.5439769650642,-1.90370884638578,0.205224546677091,-9.27622390795757,3.96330426608498e-12,3.37897094480322e-10
"YLL053C",10.0072484284488,37.4869125163021,40.5196803216059,45.7588545073379,53.59021270584,38.0007630177002,148.173208191373,190.420331975249,185.050708627406,211.484772963589,211.174597686442,207.670971731833,114.944855222761,-2.36628047581362,0.275183262939297,-8.59892585958471,5.92802488915955e-12,4.99004626745709e-10
"YDR261C-D",1.42960691834983,8.82045000383579,6.9462309122753,19.0661893780575,5.8250231202,8.7085081915563,69.6069489643194,75.4920842742113,66.428459507274,50.4202107727761,88.9156200785019,61.5321397723951,38.5992893244794,-2.98497831606536,0.367073305917529,-8.13183162040119,6.45222321500754e-12,5.36341054747502e-10
"YAL061W",736.247562950165,779.507269088988,728.19654063686,443.606672862804,580.17230277192,459.967569026747,1579.59531709129,2069.83520614517,3277.13733569218,2712.88745185743,1998.13157343078,2272.41610631665,1469.80840898925,-1.9000697679536,0.206900464292713,-9.18349687831282,6.57964221401275e-12,5.40180502755367e-10
"YBR067C",3105.10622665584,1154.37639425201,1322.0992836364,976.188896156543,1063.64922174852,1064.81304705848,10456.2042543233,6225.28008380623,5738.15359743786,8319.33477750806,6936.6533052909,9917.78447303673,4689.97029674257,-2.45372488373823,0.289025913052029,-8.48963630225267,6.91447913692738e-12,5.6074739342155e-10
"YLR312C",346.679677699835,307.613193883773,347.311545613765,305.694569694855,278.43610514556,354.673788165202,156.443340741589,104.787519962711,124.948769073206,117.647158469811,96.3252550850437,108.535857654086,220.75806509912,1.44575745558958,0.140765051796196,10.270713057974,9.16795970605923e-12,7.345413499433e-10
"YJR078W",412.441595943927,208.38313134062,223.437094344855,159.520451129748,167.76066586176,153.586417196538,33.0805302008647,46.1966485857114,53.7754196011266,30.8123510278076,48.1626275425219,51.2767831436626,132.369476326595,2.3371831066397,0.274405424758717,8.51726276437419,1.07731629564345e-11,8.52875400717729e-10
"YJL016W",310.224701281914,313.12597513617,318.368916812618,371.155153226186,323.87128548312,342.798549722171,671.259091992545,765.06157048044,740.202834509625,691.877336715317,669.337028924278,643.523628452965,513.400506061446,-1.07358839335642,0.087509046802264,-12.2683131926041,2.78922020898657e-11,2.18215463408949e-09
"YDL154W",47.8918317647195,51.8201437725352,50.9390266900188,41.9456166317265,60.58024045008,47.5009537721253,135.078831653531,143.096935863057,140.76506895589,128.85164975265,122.25897760794,123.918892597185,91.2206807926215,-1.41759973924621,0.140483901709457,-10.0908340528442,3.25120503047397e-11,2.51401319216882e-09
"YIR027C",125.805408814785,134.511862558496,125.032156420955,78.1713764500357,107.18042541168,112.418923927363,32.3913524883466,39.4361634268268,36.3774897301739,36.4145966692272,30.8734791939243,27.34761767662,73.8300710640362,1.75879455725619,0.192894804919689,9.11789489607276,3.38178456140273e-11,2.58492727969289e-09
"YMR056C",290.210204425017,918.429356649401,879.855915554871,737.225989284889,675.7026819432,842.350246892355,120.606099690652,191.54707950173,175.560928697796,170.868492063297,179.066179324761,189.724097631551,447.595605971627,2.08114590503346,0.245413750710377,8.48015198418733,5.86537555719921e-11,4.43235766538349e-09
"YLR214W",940.681352274191,836.84019411392,760.612284894145,993.348466596795,949.4787685926,931.018693933656,2605.78093103061,2814.61532114895,1679.69104754107,2093.83930848056,2347.619357906,2374.11505955158,1610.63673217201,-1.36252388426879,0.133990191350968,-10.1688330356947,6.08421147405293e-11,4.54606812387101e-09
"YOL109W",100.787287743663,950.403487913306,630.949307865006,708.626705217803,987.92392118592,687.972147132948,3302.53959838632,5537.96409265296,6217.38748388319,5292.72156973114,5265.78061131572,4386.72879794033,2839.14875091403,-2.88370587309007,0.370445277845517,-7.78443145465775,6.18569120647512e-11,4.57053850256217e-09
