ENSMUSG00000131194.1	ENSMUSG00000131194	Gene Expression
ENSMUSG00000124482.1	ENSMUSG00000124482	Gene Expression
ENSMUSG00000142831.1	ENSMUSG00000142831	Gene Expression
ENSMUSG00000142788.1	ENSMUSG00000142788	Gene Expression
ENSMUSG00000128548.1	ENSMUSG00000128548	Gene Expression
ENSMUSG00000128584.1	ENSMUSG00000128584	Gene Expression
ENSMUSG00000128162.1	ENSMUSG00000128162	Gene Expression
ENSMUSG00000134941.1	ENSMUSG00000134941	Gene Expression
ENSMUSG00000142579.1	ENSMUSG00000142579	Gene Expression
ENSMUSG00000135996.1	ENSMUSG00000135996	Gene Expression
ENSMUSG00000037884.8	1700017G19Rik	Gene Expression
ENSMUSG00000142698.1	ENSMUSG00000142698	Gene Expression
ENSMUSG00000142651.1	ENSMUSG00000142651	Gene Expression
ENSMUSG00000142616.1	ENSMUSG00000142616	Gene Expression
ENSMUSG00000060798.8	Intu	Gene Expression
ENSMUSG00000069041.9	Slc25a31	Gene Expression
ENSMUSG00000025757.14	Hspa4l	Gene Expression
ENSMUSG00000025758.11	Plk4	Gene Expression
ENSMUSG00000025759.12	Mfsd8	Gene Expression
ENSMUSG00000121347.2	Gm2011	Gene Expression
ENSMUSG00000037818.18	Abhd18	Gene Expression
ENSMUSG00000141455.1	ENSMUSG00000141455	Gene Expression
ENSMUSG00000097583.4	6430590A07Rik	Gene Expression
ENSMUSG00000074619.6	Fundc2b	Gene Expression
ENSMUSG00000126079.1	ENSMUSG00000126079	Gene Expression
ENSMUSG00000025762.17	Larp1b	Gene Expression
ENSMUSG00000125503.1	ENSMUSG00000125503	Gene Expression
ENSMUSG00000134696.1	ENSMUSG00000134696	Gene Expression
ENSMUSG00000049940.8	Pgrmc2	Gene Expression
ENSMUSG00000123389.1	ENSMUSG00000123389	Gene Expression
ENSMUSG00000134512.1	ENSMUSG00000134512	Gene Expression
ENSMUSG00000128612.1	ENSMUSG00000128612	Gene Expression
ENSMUSG00000105258.3	Gm40038	Gene Expression
ENSMUSG00000106000.3	Gm16508	Gene Expression
ENSMUSG00000143083.1	ENSMUSG00000143083	Gene Expression
ENSMUSG00000105297.3	1700052H01Rik	Gene Expression
ENSMUSG00000141375.1	ENSMUSG00000141375	Gene Expression
ENSMUSG00000097639.5	Platr4	Gene Expression
ENSMUSG00000141420.1	ENSMUSG00000141420	Gene Expression
ENSMUSG00000141291.1	Gm6069	Gene Expression
ENSMUSG00000141464.1	ENSMUSG00000141464	Gene Expression
ENSMUSG00000123796.1	ENSMUSG00000123796	Gene Expression
ENSMUSG00000025764.15	Jade1	Gene Expression
ENSMUSG00000103843.3	Gm31266	Gene Expression
ENSMUSG00000143150.1	ENSMUSG00000143150	Gene Expression
ENSMUSG00000059834.13	Sclt1	Gene Expression
ENSMUSG00000123916.1	ENSMUSG00000123916	Gene Expression
ENSMUSG00000025766.15	D3Ertd751e	Gene Expression
ENSMUSG00000138218.1	ENSMUSG00000138218	Gene Expression
ENSMUSG00000135642.1	ENSMUSG00000135642	Gene Expression
ENSMUSG00000143320.1	ENSMUSG00000143320	Gene Expression
ENSMUSG00000135583.1	ENSMUSG00000135583	Gene Expression
ENSMUSG00000140112.1	ENSMUSG00000140112	Gene Expression
ENSMUSG00000143878.1	ENSMUSG00000143878	Gene Expression
ENSMUSG00000143228.1	ENSMUSG00000143228	Gene Expression
ENSMUSG00000097040.9	2610316D01Rik	Gene Expression
ENSMUSG00000049100.16	Pcdh10	Gene Expression
ENSMUSG00000100799.4	1700027H10Rik	Gene Expression
ENSMUSG00000133627.1	ENSMUSG00000133627	Gene Expression
ENSMUSG00000136372.1	ENSMUSG00000136372	Gene Expression
ENSMUSG00000134612.1	ENSMUSG00000134612	Gene Expression
ENSMUSG00000090919.7	Pabpc4l	Gene Expression
ENSMUSG00000126375.1	ENSMUSG00000126375	Gene Expression
ENSMUSG00000126415.1	ENSMUSG00000126415	Gene Expression
ENSMUSG00000037910.4	1700018B24Rik	Gene Expression
ENSMUSG00000102181.2	Gm37190	Gene Expression
ENSMUSG00000136070.1	ENSMUSG00000136070	Gene Expression
ENSMUSG00000102263.3	Gm31415	Gene Expression
ENSMUSG00000102679.3	Gm20557	Gene Expression
ENSMUSG00000134307.1	ENSMUSG00000134307	Gene Expression
ENSMUSG00000037892.14	Pcdh18	Gene Expression
ENSMUSG00000027737.11	Slc7a11	Gene Expression
ENSMUSG00000102892.2	Gm37854	Gene Expression
ENSMUSG00000126398.1	ENSMUSG00000126398	Gene Expression
ENSMUSG00000140354.1	ENSMUSG00000140354	Gene Expression
ENSMUSG00000102715.4	Gm6209	Gene Expression
ENSMUSG00000129935.1	ENSMUSG00000129935	Gene Expression
ENSMUSG00000127257.1	ENSMUSG00000127257	Gene Expression
ENSMUSG00000140080.1	ENSMUSG00000140080	Gene Expression
ENSMUSG00000102067.3	Gm29230	Gene Expression
ENSMUSG00000138734.1	ENSMUSG00000138734	Gene Expression
ENSMUSG00000103464.2	Gm38246	Gene Expression
ENSMUSG00000136026.1	ENSMUSG00000136026	Gene Expression
ENSMUSG00000138775.1	ENSMUSG00000138775	Gene Expression
ENSMUSG00000139445.1	ENSMUSG00000139445	Gene Expression
ENSMUSG00000131064.1	ENSMUSG00000131064	Gene Expression
ENSMUSG00000137972.1	ENSMUSG00000137972	Gene Expression
ENSMUSG00000141912.1	ENSMUSG00000141912	Gene Expression
ENSMUSG00000138346.1	ENSMUSG00000138346	Gene Expression
ENSMUSG00000023087.17	Noct	Gene Expression
ENSMUSG00000037174.19	Elf2	Gene Expression
ENSMUSG00000127060.1	ENSMUSG00000127060	Gene Expression
ENSMUSG00000102544.3	Gm5103	Gene Expression
ENSMUSG00000037161.15	Mgarp	Gene Expression
ENSMUSG00000125153.1	ENSMUSG00000125153	Gene Expression
ENSMUSG00000037152.12	Ndufc1	Gene Expression
ENSMUSG00000063273.12	Naa15	Gene Expression
ENSMUSG00000027739.10	Rab33b	Gene Expression
ENSMUSG00000135508.1	ENSMUSG00000135508	Gene Expression
ENSMUSG00000037111.10	Setd7	Gene Expression
ENSMUSG00000097885.9	5031434O11Rik	Gene Expression
ENSMUSG00000131852.1	ENSMUSG00000131852	Gene Expression
ENSMUSG00000074604.10	Mgst2	Gene Expression
ENSMUSG00000131885.1	ENSMUSG00000131885	Gene Expression
ENSMUSG00000061143.16	Maml3	Gene Expression
ENSMUSG00000129705.1	ENSMUSG00000129705	Gene Expression
ENSMUSG00000102539.2	Gm37229	Gene Expression
ENSMUSG00000104161.2	Gm20089	Gene Expression
ENSMUSG00000132822.1	ENSMUSG00000132822	Gene Expression
ENSMUSG00000125166.1	ENSMUSG00000125166	Gene Expression
ENSMUSG00000103655.3	Gm37202	Gene Expression
ENSMUSG00000104055.3	Gm38132	Gene Expression
ENSMUSG00000141245.1	ENSMUSG00000141245	Gene Expression
ENSMUSG00000141166.1	ENSMUSG00000141166	Gene Expression
ENSMUSG00000044167.7	Foxo1	Gene Expression
ENSMUSG00000092405.2	Gm20402	Gene Expression
ENSMUSG00000126353.1	ENSMUSG00000126353	Gene Expression
ENSMUSG00000126396.1	ENSMUSG00000126396	Gene Expression
ENSMUSG00000126436.1	ENSMUSG00000126436	Gene Expression
ENSMUSG00000120422.2	Gm38537	Gene Expression
ENSMUSG00000103965.3	Gm30173	Gene Expression
ENSMUSG00000135000.1	ENSMUSG00000135000	Gene Expression
ENSMUSG00000131219.1	ENSMUSG00000131219	Gene Expression
ENSMUSG00000131261.1	ENSMUSG00000131261	Gene Expression
ENSMUSG00000131293.1	ENSMUSG00000131293	Gene Expression
ENSMUSG00000131170.1	ENSMUSG00000131170	Gene Expression
ENSMUSG00000102785.7	Gm2447	Gene Expression
ENSMUSG00000131198.1	ENSMUSG00000131198	Gene Expression
ENSMUSG00000104109.3	Gm30292	Gene Expression
ENSMUSG00000144014.1	ENSMUSG00000144014	Gene Expression
ENSMUSG00000122906.1	ENSMUSG00000122906	Gene Expression
ENSMUSG00000139417.1	ENSMUSG00000139417	Gene Expression
ENSMUSG00000139460.1	ENSMUSG00000139460	Gene Expression
ENSMUSG00000128525.1	ENSMUSG00000128525	Gene Expression
ENSMUSG00000104401.3	Gm20750	Gene Expression
ENSMUSG00000122833.1	ENSMUSG00000122833	Gene Expression
ENSMUSG00000122796.1	ENSMUSG00000122796	Gene Expression
ENSMUSG00000130914.1	ENSMUSG00000130914	Gene Expression
ENSMUSG00000027742.14	Cog6	Gene Expression
ENSMUSG00000104850.3	Gm42901	Gene Expression
ENSMUSG00000048332.14	Lhfpl6	Gene Expression
ENSMUSG00000104968.3	Gm43803	Gene Expression
ENSMUSG00000126141.1	ENSMUSG00000126141	Gene Expression
ENSMUSG00000133395.1	ENSMUSG00000133395	Gene Expression
ENSMUSG00000138892.1	ENSMUSG00000138892	Gene Expression
ENSMUSG00000141005.1	ENSMUSG00000141005	Gene Expression
ENSMUSG00000129450.1	ENSMUSG00000129450	Gene Expression
ENSMUSG00000042997.14	Nhlrc3	Gene Expression
ENSMUSG00000085174.2	Gm16206	Gene Expression
ENSMUSG00000049504.13	Proser1	Gene Expression
ENSMUSG00000027744.5	Stoml3	Gene Expression
ENSMUSG00000037016.12	Frem2	Gene Expression
ENSMUSG00000136562.1	ENSMUSG00000136562	Gene Expression
ENSMUSG00000105168.4	Gm30735	Gene Expression
ENSMUSG00000106270.2	C820005J03Rik	Gene Expression
ENSMUSG00000134715.1	ENSMUSG00000134715	Gene Expression
ENSMUSG00000078742.2	Gm10985	Gene Expression
ENSMUSG00000027746.14	Ufm1	Gene Expression
ENSMUSG00000106577.2	Gm31026	Gene Expression
ENSMUSG00000122312.1	ENSMUSG00000122312	Gene Expression
ENSMUSG00000130784.1	ENSMUSG00000130784	Gene Expression
ENSMUSG00000133911.1	ENSMUSG00000133911	Gene Expression
ENSMUSG00000027748.12	Trpc4	Gene Expression
ENSMUSG00000132497.1	ENSMUSG00000132497	Gene Expression
ENSMUSG00000027750.17	Postn	Gene Expression
ENSMUSG00000121776.1	ENSMUSG00000121776	Gene Expression
ENSMUSG00000136718.1	ENSMUSG00000136718	Gene Expression
ENSMUSG00000130804.1	ENSMUSG00000130804	Gene Expression
ENSMUSG00000130841.1	ENSMUSG00000130841	Gene Expression
ENSMUSG00000130876.1	ENSMUSG00000130876	Gene Expression
ENSMUSG00000135390.1	ENSMUSG00000135390	Gene Expression
ENSMUSG00000027751.15	Supt20	Gene Expression
ENSMUSG00000027752.16	Exosc8	Gene Expression
ENSMUSG00000036632.10	Alg5	Gene Expression
ENSMUSG00000027796.3	Smad9	Gene Expression
ENSMUSG00000036615.8	Rfxap	Gene Expression
ENSMUSG00000056306.7	Sertm1	Gene Expression
ENSMUSG00000143752.1	ENSMUSG00000143752	Gene Expression
ENSMUSG00000122141.1	ENSMUSG00000122141	Gene Expression
ENSMUSG00000027793.7	Ccna1	Gene Expression
ENSMUSG00000106589.3	4931419H13Rik	Gene Expression
ENSMUSG00000036580.16	Spart	Gene Expression
ENSMUSG00000048655.18	Ccdc169	Gene Expression
ENSMUSG00000126341.1	ENSMUSG00000126341	Gene Expression
ENSMUSG00000138837.1	ENSMUSG00000138837	Gene Expression
ENSMUSG00000027794.5	Sohlh2	Gene Expression
ENSMUSG00000027797.16	Dclk1	Gene Expression
ENSMUSG00000138484.1	ENSMUSG00000138484	Gene Expression
ENSMUSG00000105975.6	Gm9831	Gene Expression
ENSMUSG00000138557.1	ENSMUSG00000138557	Gene Expression
ENSMUSG00000131673.1	ENSMUSG00000131673	Gene Expression
ENSMUSG00000106334.2	Gm43549	Gene Expression
ENSMUSG00000134204.1	ENSMUSG00000134204	Gene Expression
ENSMUSG00000027799.13	Nbea	Gene Expression
ENSMUSG00000133759.1	ENSMUSG00000133759	Gene Expression
ENSMUSG00000056947.6	Mab21l1	Gene Expression
ENSMUSG00000121704.1	ENSMUSG00000121704	Gene Expression
ENSMUSG00000104677.2	Gm43376	Gene Expression
ENSMUSG00000125902.1	ENSMUSG00000125902	Gene Expression
ENSMUSG00000144018.1	ENSMUSG00000144018	Gene Expression
ENSMUSG00000138647.1	ENSMUSG00000138647	Gene Expression
ENSMUSG00000137162.1	ENSMUSG00000137162	Gene Expression
ENSMUSG00000132285.1	ENSMUSG00000132285	Gene Expression
ENSMUSG00000130933.1	ENSMUSG00000130933	Gene Expression
ENSMUSG00000126753.1	ENSMUSG00000126753	Gene Expression
ENSMUSG00000027800.15	Tm4sf1	Gene Expression
ENSMUSG00000123369.1	ENSMUSG00000123369	Gene Expression
ENSMUSG00000119987.2	Gm56807	Gene Expression
ENSMUSG00000027801.8	Tm4sf4	Gene Expression
ENSMUSG00000027803.15	Wwtr1	Gene Expression
ENSMUSG00000133428.1	ENSMUSG00000133428	Gene Expression
ENSMUSG00000137089.1	ENSMUSG00000137089	Gene Expression
ENSMUSG00000097339.7	Gm26671	Gene Expression
ENSMUSG00000127849.1	ENSMUSG00000127849	Gene Expression
ENSMUSG00000036513.16	Commd2	Gene Expression
ENSMUSG00000139436.1	ENSMUSG00000139436	Gene Expression
ENSMUSG00000074591.9	Ankub1	Gene Expression
ENSMUSG00000141703.1	ENSMUSG00000141703	Gene Expression
ENSMUSG00000036503.14	Rnf13	Gene Expression
ENSMUSG00000027805.17	Pfn2	Gene Expression
ENSMUSG00000141588.1	ENSMUSG00000141588	Gene Expression
ENSMUSG00000141626.1	ENSMUSG00000141626	Gene Expression
ENSMUSG00000141548.1	ENSMUSG00000141548	Gene Expression
ENSMUSG00000105003.2	Gm40055	Gene Expression
ENSMUSG00000100666.3	1700007F19Rik	Gene Expression
ENSMUSG00000143593.1	ENSMUSG00000143593	Gene Expression
ENSMUSG00000104586.3	4921539H07Rik	Gene Expression
ENSMUSG00000129986.1	ENSMUSG00000129986	Gene Expression
ENSMUSG00000027806.10	Tsc22d2	Gene Expression
ENSMUSG00000141941.1	ENSMUSG00000141941	Gene Expression
ENSMUSG00000134914.1	ENSMUSG00000134914	Gene Expression
ENSMUSG00000027808.9	Serp1	Gene Expression
ENSMUSG00000027810.15	Eif2a	Gene Expression
ENSMUSG00000120969.2	Gm56813	Gene Expression
ENSMUSG00000075700.11	Selenot	Gene Expression
ENSMUSG00000070471.4	Erich6	Gene Expression
ENSMUSG00000136825.1	ENSMUSG00000136825	Gene Expression
ENSMUSG00000136862.1	ENSMUSG00000136862	Gene Expression
ENSMUSG00000136904.1	ENSMUSG00000136904	Gene Expression
ENSMUSG00000036432.9	Siah2	Gene Expression
ENSMUSG00000097725.6	4930593A02Rik	Gene Expression
ENSMUSG00000127846.1	ENSMUSG00000127846	Gene Expression
ENSMUSG00000101860.5	Mindy4b-ps	Gene Expression
ENSMUSG00000043850.16	Clrn1	Gene Expression
ENSMUSG00000122342.1	ENSMUSG00000122342	Gene Expression
ENSMUSG00000105945.2	Gm43570	Gene Expression
ENSMUSG00000056476.14	Med12l	Gene Expression
ENSMUSG00000050075.9	Gpr171	Gene Expression
ENSMUSG00000135246.1	ENSMUSG00000135246	Gene Expression
ENSMUSG00000036381.14	P2ry14	Gene Expression
ENSMUSG00000051431.8	Gpr87	Gene Expression
ENSMUSG00000036362.3	P2ry13	Gene Expression
ENSMUSG00000036353.14	P2ry12	Gene Expression
ENSMUSG00000036334.13	Igsf10	Gene Expression
ENSMUSG00000103668.3	Gm38186	Gene Expression
ENSMUSG00000090527.3	Aadacl2fm2	Gene Expression
ENSMUSG00000121389.2	ENSMUSG00000121389	Gene Expression
ENSMUSG00000095522.3	Aadacl2fm3	Gene Expression
ENSMUSG00000036951.3	Aadacl2fm1	Gene Expression
ENSMUSG00000121390.1	Gm9696	Gene Expression
ENSMUSG00000091376.2	Aadacl2	Gene Expression
ENSMUSG00000027761.5	Aadac	Gene Expression
ENSMUSG00000027762.7	Sucnr1	Gene Expression
ENSMUSG00000127876.1	ENSMUSG00000127876	Gene Expression
ENSMUSG00000142378.1	ENSMUSG00000142378	Gene Expression
ENSMUSG00000027763.14	Mbnl1	Gene Expression
ENSMUSG00000139722.1	ENSMUSG00000139722	Gene Expression
ENSMUSG00000102564.3	Gm37035	Gene Expression
ENSMUSG00000103587.3	Gm38326	Gene Expression
ENSMUSG00000121778.2	ENSMUSG00000121778	Gene Expression
ENSMUSG00000027765.7	P2ry1	Gene Expression
ENSMUSG00000124525.1	ENSMUSG00000124525	Gene Expression
ENSMUSG00000103473.2	Gm37696	Gene Expression
ENSMUSG00000036894.4	Rap2b	Gene Expression
ENSMUSG00000133314.1	ENSMUSG00000133314	Gene Expression
ENSMUSG00000133354.1	ENSMUSG00000133354	Gene Expression
ENSMUSG00000126946.1	ENSMUSG00000126946	Gene Expression
ENSMUSG00000143608.1	ENSMUSG00000143608	Gene Expression
ENSMUSG00000124098.1	ENSMUSG00000124098	Gene Expression
ENSMUSG00000130694.1	ENSMUSG00000130694	Gene Expression
ENSMUSG00000103502.2	9330121J05Rik	Gene Expression
ENSMUSG00000036885.15	Arhgef26	Gene Expression
ENSMUSG00000124439.1	ENSMUSG00000124439	Gene Expression
ENSMUSG00000027770.6	Dhx36	Gene Expression
ENSMUSG00000131579.1	ENSMUSG00000131579	Gene Expression
ENSMUSG00000043441.6	Gpr149	Gene Expression
ENSMUSG00000130468.1	ENSMUSG00000130468	Gene Expression
ENSMUSG00000127894.1	ENSMUSG00000127894	Gene Expression
ENSMUSG00000130644.1	ENSMUSG00000130644	Gene Expression
ENSMUSG00000124047.1	ENSMUSG00000124047	Gene Expression
ENSMUSG00000027820.13	Mme	Gene Expression
ENSMUSG00000104336.2	Gm34240	Gene Expression
ENSMUSG00000103476.2	Strit1	Gene Expression
ENSMUSG00000129928.1	ENSMUSG00000129928	Gene Expression
ENSMUSG00000036834.18	Plch1	Gene Expression
ENSMUSG00000124028.1	ENSMUSG00000124028	Gene Expression
ENSMUSG00000048581.13	E130311K13Rik	Gene Expression
ENSMUSG00000027822.17	Slc33a1	Gene Expression
ENSMUSG00000097724.3	Gm26850	Gene Expression
ENSMUSG00000027823.10	Gmps	Gene Expression
ENSMUSG00000027824.6	Vmn2r1	Gene Expression
ENSMUSG00000129390.1	ENSMUSG00000129390	Gene Expression
ENSMUSG00000129430.1	ENSMUSG00000129430	Gene Expression
ENSMUSG00000043897.14	Vmn2r2	Gene Expression
ENSMUSG00000139973.1	ENSMUSG00000139973	Gene Expression
ENSMUSG00000091572.10	Vmn2r3	Gene Expression
ENSMUSG00000124985.1	ENSMUSG00000124985	Gene Expression
ENSMUSG00000091967.7	Vmn2r128	Gene Expression
ENSMUSG00000092049.11	Vmn2r4	Gene Expression
ENSMUSG00000136894.1	ENSMUSG00000136894	Gene Expression
ENSMUSG00000068999.15	Vmn2r5	Gene Expression
ENSMUSG00000090581.10	Vmn2r6	Gene Expression
ENSMUSG00000143891.1	ENSMUSG00000143891	Gene Expression
ENSMUSG00000097538.2	Gm26939	Gene Expression
ENSMUSG00000062200.15	Vmn2r7	Gene Expression
ENSMUSG00000128398.1	ENSMUSG00000128398	Gene Expression
ENSMUSG00000027827.18	Kcnab1	Gene Expression
ENSMUSG00000104093.4	A330015K06Rik	Gene Expression
ENSMUSG00000140088.1	ENSMUSG00000140088	Gene Expression
ENSMUSG00000090120.3	A730090N16Rik	Gene Expression
ENSMUSG00000140056.1	ENSMUSG00000140056	Gene Expression
ENSMUSG00000027828.13	Ssr3	Gene Expression
ENSMUSG00000137840.1	ENSMUSG00000137840	Gene Expression
ENSMUSG00000121725.2	Gm38503	Gene Expression
ENSMUSG00000137876.1	ENSMUSG00000137876	Gene Expression
ENSMUSG00000034640.10	Tiparp	Gene Expression
ENSMUSG00000138619.1	ENSMUSG00000138619	Gene Expression
ENSMUSG00000134066.1	ENSMUSG00000134066	Gene Expression
ENSMUSG00000143217.1	ENSMUSG00000143217	Gene Expression
ENSMUSG00000074579.15	Lekr1	Gene Expression
ENSMUSG00000129744.1	ENSMUSG00000129744	Gene Expression
ENSMUSG00000129702.1	ENSMUSG00000129702	Gene Expression
ENSMUSG00000103620.3	Gm37359	Gene Expression
ENSMUSG00000130640.1	ENSMUSG00000130640	Gene Expression
ENSMUSG00000130679.1	ENSMUSG00000130679	Gene Expression
ENSMUSG00000027829.16	Ccnl1	Gene Expression
ENSMUSG00000103041.3	Gm37305	Gene Expression
ENSMUSG00000140881.1	ENSMUSG00000140881	Gene Expression
ENSMUSG00000120644.2	Gm56789	Gene Expression
ENSMUSG00000140267.1	ENSMUSG00000140267	Gene Expression
ENSMUSG00000027831.10	Veph1	Gene Expression
ENSMUSG00000027832.6	Ptx3	Gene Expression
ENSMUSG00000137297.1	ENSMUSG00000137297	Gene Expression
ENSMUSG00000138338.1	ENSMUSG00000138338	Gene Expression
ENSMUSG00000131534.1	ENSMUSG00000131534	Gene Expression
ENSMUSG00000143019.1	ENSMUSG00000143019	Gene Expression
ENSMUSG00000130399.1	ENSMUSG00000130399	Gene Expression
ENSMUSG00000130438.1	ENSMUSG00000130438	Gene Expression
ENSMUSG00000130359.1	ENSMUSG00000130359	Gene Expression
ENSMUSG00000130476.1	ENSMUSG00000130476	Gene Expression
ENSMUSG00000129515.1	ENSMUSG00000129515	Gene Expression
ENSMUSG00000027833.17	Shox2	Gene Expression
ENSMUSG00000034544.18	Rsrc1	Gene Expression
ENSMUSG00000130414.1	ENSMUSG00000130414	Gene Expression
ENSMUSG00000048416.16	Mlf1	Gene Expression
ENSMUSG00000027774.17	Gfm1	Gene Expression
ENSMUSG00000047557.3	Lxn	Gene Expression
ENSMUSG00000049404.8	Rarres1	Gene Expression
ENSMUSG00000103718.3	Gm35299	Gene Expression
ENSMUSG00000126085.1	ENSMUSG00000126085	Gene Expression
ENSMUSG00000027775.10	Mfsd1	Gene Expression
ENSMUSG00000137571.1	ENSMUSG00000137571	Gene Expression
ENSMUSG00000138931.1	ENSMUSG00000138931	Gene Expression
ENSMUSG00000051777.7	Iqcj	Gene Expression
ENSMUSG00000102422.2	Iqschfp	Gene Expression
ENSMUSG00000027777.16	Schip1	Gene Expression
ENSMUSG00000143685.1	ENSMUSG00000143685	Gene Expression
ENSMUSG00000133894.1	ENSMUSG00000133894	Gene Expression
ENSMUSG00000137661.1	ENSMUSG00000137661	Gene Expression
ENSMUSG00000141409.1	ENSMUSG00000141409	Gene Expression
ENSMUSG00000027776.13	Il12a	Gene Expression
ENSMUSG00000102677.3	4930535E02Rik	Gene Expression
ENSMUSG00000102936.3	Gm35584	Gene Expression
ENSMUSG00000128958.1	ENSMUSG00000128958	Gene Expression
ENSMUSG00000138449.1	ENSMUSG00000138449	Gene Expression
ENSMUSG00000046999.3	1110032F04Rik	Gene Expression
ENSMUSG00000027778.17	Ift80	Gene Expression
ENSMUSG00000123813.1	ENSMUSG00000123813	Gene Expression
ENSMUSG00000034349.15	Smc4	Gene Expression
ENSMUSG00000034317.15	Trim59	Gene Expression
ENSMUSG00000129039.1	ENSMUSG00000129039	Gene Expression
ENSMUSG00000125216.1	ENSMUSG00000125216	Gene Expression
ENSMUSG00000027782.11	Kpna4	Gene Expression
ENSMUSG00000094763.5	Gm1647	Gene Expression
ENSMUSG00000142840.1	ENSMUSG00000142840	Gene Expression
ENSMUSG00000142561.1	ENSMUSG00000142561	Gene Expression
ENSMUSG00000098207.2	Arl14	Gene Expression
ENSMUSG00000126030.1	ENSMUSG00000126030	Gene Expression
ENSMUSG00000120717.2	Gm56791	Gene Expression
ENSMUSG00000027784.11	Ppm1l	Gene Expression
ENSMUSG00000123582.1	ENSMUSG00000123582	Gene Expression
ENSMUSG00000125812.1	ENSMUSG00000125812	Gene Expression
ENSMUSG00000043300.3	B3galnt1	Gene Expression
ENSMUSG00000130994.1	ENSMUSG00000130994	Gene Expression
ENSMUSG00000130959.1	ENSMUSG00000130959	Gene Expression
ENSMUSG00000131030.1	ENSMUSG00000131030	Gene Expression
ENSMUSG00000139033.1	ENSMUSG00000139033	Gene Expression
ENSMUSG00000135846.1	ENSMUSG00000135846	Gene Expression
ENSMUSG00000142393.1	ENSMUSG00000142393	Gene Expression
ENSMUSG00000027787.15	Nmd3	Gene Expression
ENSMUSG00000129344.1	ENSMUSG00000129344	Gene Expression
ENSMUSG00000043461.14	Sptssb	Gene Expression
ENSMUSG00000140245.1	ENSMUSG00000140245	Gene Expression
ENSMUSG00000123760.1	ENSMUSG00000123760	Gene Expression
ENSMUSG00000027788.7	Otol1	Gene Expression
ENSMUSG00000134187.1	ENSMUSG00000134187	Gene Expression
ENSMUSG00000130120.1	ENSMUSG00000130120	Gene Expression
ENSMUSG00000124372.1	ENSMUSG00000124372	Gene Expression
ENSMUSG00000119972.2	Gm6634	Gene Expression
ENSMUSG00000123496.1	ENSMUSG00000123496	Gene Expression
ENSMUSG00000128929.1	ENSMUSG00000128929	Gene Expression
ENSMUSG00000143521.1	ENSMUSG00000143521	Gene Expression
ENSMUSG00000027790.15	Sis	Gene Expression
ENSMUSG00000048304.9	Slitrk3	Gene Expression
ENSMUSG00000102820.3	Gm38353	Gene Expression
ENSMUSG00000127174.1	ENSMUSG00000127174	Gene Expression
ENSMUSG00000102362.3	4930509J09Rik	Gene Expression
ENSMUSG00000130387.1	ENSMUSG00000130387	Gene Expression
ENSMUSG00000027792.12	Bche	Gene Expression
ENSMUSG00000135054.1	ENSMUSG00000135054	Gene Expression
ENSMUSG00000104096.2	Gm20356	Gene Expression
ENSMUSG00000132869.1	Gm36069	Gene Expression
ENSMUSG00000034151.14	Zbbx	Gene Expression
ENSMUSG00000124169.1	ENSMUSG00000124169	Gene Expression
ENSMUSG00000034139.5	Serpini2	Gene Expression
ENSMUSG00000104301.4	Wdr49	Gene Expression
ENSMUSG00000027835.12	Pdcd10	Gene Expression
ENSMUSG00000027834.16	Serpini1	Gene Expression
ENSMUSG00000099370.4	Platr10	Gene Expression
ENSMUSG00000100962.4	Lrrc77	Gene Expression
ENSMUSG00000034109.17	Golim4	Gene Expression
ENSMUSG00000104448.2	Gm37256	Gene Expression
ENSMUSG00000133446.1	ENSMUSG00000133446	Gene Expression
ENSMUSG00000034098.15	Fstl5	Gene Expression
ENSMUSG00000130628.1	ENSMUSG00000130628	Gene Expression
ENSMUSG00000130126.1	ENSMUSG00000130126	Gene Expression
ENSMUSG00000123234.1	ENSMUSG00000123234	Gene Expression
ENSMUSG00000135136.1	ENSMUSG00000135136	Gene Expression
ENSMUSG00000123900.1	ENSMUSG00000123900	Gene Expression
ENSMUSG00000143853.1	ENSMUSG00000143853	Gene Expression
ENSMUSG00000141974.1	ENSMUSG00000141974	Gene Expression
ENSMUSG00000142014.1	ENSMUSG00000142014	Gene Expression
ENSMUSG00000134316.1	ENSMUSG00000134316	Gene Expression
ENSMUSG00000134356.1	ENSMUSG00000134356	Gene Expression
ENSMUSG00000143665.1	ENSMUSG00000143665	Gene Expression
ENSMUSG00000062232.15	Rapgef2	Gene Expression
ENSMUSG00000134256.1	ENSMUSG00000134256	Gene Expression
ENSMUSG00000104585.2	4921511C10Rik	Gene Expression
ENSMUSG00000142351.1	ENSMUSG00000142351	Gene Expression
ENSMUSG00000102545.3	6430573P05Rik	Gene Expression
ENSMUSG00000126971.1	ENSMUSG00000126971	Gene Expression
ENSMUSG00000091685.7	Spmip2	Gene Expression
ENSMUSG00000061175.13	Fnip2	Gene Expression
ENSMUSG00000089746.2	Gm3513	Gene Expression
ENSMUSG00000068957.3	4930589L23Rik	Gene Expression
ENSMUSG00000128619.1	ENSMUSG00000128619	Gene Expression
ENSMUSG00000120163.2	Gm56799	Gene Expression
ENSMUSG00000027804.14	Ppid	Gene Expression
ENSMUSG00000027809.15	Etfdh	Gene Expression
ENSMUSG00000027811.10	4930579G24Rik	Gene Expression
ENSMUSG00000034009.15	Rxfp1	Gene Expression
ENSMUSG00000098204.2	Gm26984	Gene Expression
