run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	sra_ftp	sample_alias
ERR458780	SAMEA2400984	ERX425127	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458780/ERR458780.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458780	mu_sample281
ERR458781	SAMEA2400985	ERX425128	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458781/ERR458781.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458781	mu_sample282
ERR458783	SAMEA2400987	ERX425130	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458783/ERR458783.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458783	mu_sample284
ERR459095	SAMEA2401304	ERX425442	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459095/ERR459095.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459095	wt_sample225
ERR458784	SAMEA2400988	ERX425131	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458784/ERR458784.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458784	mu_sample285
ERR459100	SAMEA2401309	ERX425447	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459100/ERR459100.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459100	wt_sample230
ERR458785	SAMEA2400989	ERX425132	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458785/ERR458785.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458785	mu_sample286
ERR459103	SAMEA2401312	ERX425450	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459103/ERR459103.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459103	wt_sample233
ERR459109	SAMEA2401318	ERX425456	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459109/ERR459109.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459109	wt_sample239
ERR458787	SAMEA2400991	ERX425134	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458787/ERR458787.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458787	mu_sample288
ERR459115	SAMEA2401324	ERX425462	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459115/ERR459115.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459115	wt_sample245
ERR458791	SAMEA2400995	ERX425138	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458791/ERR458791.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458791	mu_sample292
ERR459117	SAMEA2401326	ERX425464	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459117/ERR459117.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459117	wt_sample247
ERR459119	SAMEA2401328	ERX425466	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459119/ERR459119.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459119	wt_sample249
ERR458797	SAMEA2401001	ERX425144	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458797/ERR458797.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458797	mu_sample298
ERR459123	SAMEA2401332	ERX425470	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459123/ERR459123.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459123	wt_sample253
ERR458800	SAMEA2401004	ERX425147	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458800/ERR458800.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458800	mu_sample301
ERR459129	SAMEA2401338	ERX425476	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459129/ERR459129.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459129	wt_sample259
ERR458803	SAMEA2401007	ERX425150	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458803/ERR458803.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458803	mu_sample304
ERR458807	SAMEA2401011	ERX425154	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458807/ERR458807.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458807	mu_sample308
ERR459131	SAMEA2401340	ERX425478	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459131/ERR459131.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459131	wt_sample261
ERR459133	SAMEA2401342	ERX425480	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459133/ERR459133.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459133	wt_sample263
ERR458815	SAMEA2401019	ERX425162	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458815/ERR458815.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458815	mu_sample316
ERR458823	SAMEA2401027	ERX425170	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458823/ERR458823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458823	mu_sample324
ERR459135	SAMEA2401344	ERX425482	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459135/ERR459135.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459135	wt_sample265
ERR459136	SAMEA2401345	ERX425483	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459136/ERR459136.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459136	wt_sample266
ERR458824	SAMEA2401028	ERX425171	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458824/ERR458824.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458824	mu_sample325
ERR459139	SAMEA2401348	ERX425486	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459139/ERR459139.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459139	wt_sample269
ERR458827	SAMEA2401031	ERX425174	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458827/ERR458827.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458827	mu_sample328
ERR459143	SAMEA2401352	ERX425490	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459143/ERR459143.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459143	wt_sample273
ERR459144	SAMEA2401353	ERX425491	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459144/ERR459144.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459144	wt_sample274
ERR458828	SAMEA2401032	ERX425175	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458828/ERR458828.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458828	mu_sample329
ERR459146	SAMEA2401355	ERX425493	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459146/ERR459146.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459146	wt_sample276
ERR458833	SAMEA2401037	ERX425180	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458833/ERR458833.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458833	mu_sample334
ERR459147	SAMEA2401356	ERX425494	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459147/ERR459147.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459147	wt_sample277
ERR459150	SAMEA2401359	ERX425497	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459150/ERR459150.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459150	wt_sample280
ERR458834	SAMEA2401038	ERX425181	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458834/ERR458834.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458834	mu_sample335
ERR459154	SAMEA2401363	ERX425501	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459154/ERR459154.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459154	wt_sample284
ERR458878	SAMEA2401087	ERX425225	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458878/ERR458878.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458878	wt_sample8
ERR459155	SAMEA2401364	ERX425502	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459155/ERR459155.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459155	wt_sample285
ERR458879	SAMEA2401088	ERX425226	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458879/ERR458879.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458879	wt_sample9
ERR459157	SAMEA2401366	ERX425504	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459157/ERR459157.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459157	wt_sample287
ERR458883	SAMEA2401092	ERX425230	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458883/ERR458883.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458883	wt_sample13
ERR459158	SAMEA2401367	ERX425505	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459158/ERR459158.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459158	wt_sample288
ERR458889	SAMEA2401098	ERX425236	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458889/ERR458889.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458889	wt_sample19
ERR459159	SAMEA2401368	ERX425506	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459159/ERR459159.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459159	wt_sample289
ERR458890	SAMEA2401099	ERX425237	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458890/ERR458890.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458890	wt_sample20
ERR459160	SAMEA2401369	ERX425507	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459160/ERR459160.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459160	wt_sample290
ERR458894	SAMEA2401103	ERX425241	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458894/ERR458894.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458894	wt_sample24
ERR459162	SAMEA2401371	ERX425509	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459162/ERR459162.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459162	wt_sample292
ERR458896	SAMEA2401105	ERX425243	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458896/ERR458896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458896	wt_sample26
ERR459163	SAMEA2401372	ERX425510	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459163/ERR459163.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459163	wt_sample293
ERR458898	SAMEA2401107	ERX425245	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458898/ERR458898.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458898	wt_sample28
ERR459164	SAMEA2401373	ERX425511	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459164/ERR459164.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459164	wt_sample294
ERR458899	SAMEA2401108	ERX425246	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458899/ERR458899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458899	wt_sample29
ERR459166	SAMEA2401375	ERX425513	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459166/ERR459166.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459166	wt_sample296
ERR458900	SAMEA2401109	ERX425247	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458900/ERR458900.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458900	wt_sample30
ERR459173	SAMEA2401382	ERX425520	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459173/ERR459173.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459173	wt_sample303
ERR458902	SAMEA2401111	ERX425249	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458902/ERR458902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458902	wt_sample32
ERR459181	SAMEA2401390	ERX425528	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459181/ERR459181.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459181	wt_sample311
ERR458903	SAMEA2401112	ERX425250	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458903/ERR458903.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458903	wt_sample33
ERR459183	SAMEA2401392	ERX425530	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459183/ERR459183.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459183	wt_sample313
ERR458905	SAMEA2401114	ERX425252	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458905/ERR458905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458905	wt_sample35
ERR458907	SAMEA2401116	ERX425254	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458907/ERR458907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458907	wt_sample37
ERR459192	SAMEA2401401	ERX425539	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459192/ERR459192.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459192	wt_sample322
ERR458913	SAMEA2401122	ERX425260	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458913/ERR458913.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458913	wt_sample43
ERR459195	SAMEA2401404	ERX425542	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459195/ERR459195.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459195	wt_sample325
ERR458915	SAMEA2401124	ERX425262	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458915/ERR458915.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458915	wt_sample45
ERR459198	SAMEA2401407	ERX425545	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459198/ERR459198.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459198	wt_sample328
ERR458924	SAMEA2401133	ERX425271	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458924/ERR458924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458924	wt_sample54
ERR459199	SAMEA2401408	ERX425546	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459199/ERR459199.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459199	wt_sample329
ERR458928	SAMEA2401137	ERX425275	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458928/ERR458928.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458928	wt_sample58
ERR458931	SAMEA2401140	ERX425278	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458931/ERR458931.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458931	wt_sample61
ERR458935	SAMEA2401144	ERX425282	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458935/ERR458935.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458935	wt_sample65
ERR458938	SAMEA2401147	ERX425285	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458938/ERR458938.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458938	wt_sample68
ERR458939	SAMEA2401148	ERX425286	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458939/ERR458939.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458939	wt_sample69
ERR458942	SAMEA2401151	ERX425289	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458942/ERR458942.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458942	wt_sample72
ERR458946	SAMEA2401155	ERX425293	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458946/ERR458946.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458946	wt_sample76
ERR458949	SAMEA2401158	ERX425296	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458949/ERR458949.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458949	wt_sample79
ERR458950	SAMEA2401159	ERX425297	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458950/ERR458950.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458950	wt_sample80
ERR458957	SAMEA2401166	ERX425304	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458957/ERR458957.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458957	wt_sample87
ERR458961	SAMEA2401170	ERX425308	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458961/ERR458961.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458961	wt_sample91
ERR458972	SAMEA2401181	ERX425319	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458972/ERR458972.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458972	wt_sample102
ERR458973	SAMEA2401182	ERX425320	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458973/ERR458973.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458973	wt_sample103
ERR458974	SAMEA2401183	ERX425321	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458974/ERR458974.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458974	wt_sample104
ERR458976	SAMEA2401185	ERX425323	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458976/ERR458976.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458976	wt_sample106
ERR458977	SAMEA2401186	ERX425324	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458977/ERR458977.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458977	wt_sample107
ERR458980	SAMEA2401189	ERX425327	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458980/ERR458980.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458980	wt_sample110
ERR458982	SAMEA2401191	ERX425329	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458982/ERR458982.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458982	wt_sample112
ERR458989	SAMEA2401198	ERX425336	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458989/ERR458989.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458989	wt_sample119
ERR458992	SAMEA2401201	ERX425339	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458992/ERR458992.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458992	wt_sample122
ERR458996	SAMEA2401205	ERX425343	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458996/ERR458996.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458996	wt_sample126
ERR458999	SAMEA2401208	ERX425346	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR458/ERR458999/ERR458999.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR458/ERR458999	wt_sample129
ERR459000	SAMEA2401209	ERX425347	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459000/ERR459000.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459000	wt_sample130
ERR459006	SAMEA2401215	ERX425353	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459006/ERR459006.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459006	wt_sample136
ERR459011	SAMEA2401220	ERX425358	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459011/ERR459011.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459011	wt_sample141
ERR459015	SAMEA2401224	ERX425362	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459015/ERR459015.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459015	wt_sample145
ERR459029	SAMEA2401238	ERX425376	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459029/ERR459029.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459029	wt_sample159
ERR459031	SAMEA2401240	ERX425378	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459031/ERR459031.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459031	wt_sample161
ERR459032	SAMEA2401241	ERX425379	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459032/ERR459032.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459032	wt_sample162
ERR459034	SAMEA2401243	ERX425381	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459034/ERR459034.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459034	wt_sample164
ERR459037	SAMEA2401246	ERX425384	PRJEB5348	4932	Saccharomyces cerevisiae	ftp.sra.ebi.ac.uk/vol1/fastq/ERR459/ERR459037/ERR459037.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR459/ERR459037	wt_sample167
